	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1	Unnamed: 0.1.1	GPS Time	 Device Time	 Longitude	 Latitude	GPS Speed (Meters/second)	 Horizontal Dilution of Precision	 Altitude	 Bearing	 G(x)	 G(y)	 G(z)	 G(calibrated)	Speed (GPS)(km/h)	Acceleration Sensor(Total)(g)	Engine RPM(rpm)	Engine Load(%)	Throttle Position(Manifold)(%)	Engine Coolant Temperature(°C)	Road Structure	Driver Name	Behaviour	Overspeeding
140	140	140	140	140	Tue Dec 13 22:26:04 GMT+08:00 2016	13-Dec-2016 22:26:02.933	103.331038333	2.02629	14.275821	2.9	58.3	45.26	0.939	-0.713	9.605	-0.001510425	51.3929519653	-0.00151042500511	1326.0	57.64706039428711	20.39215660095215	90.0	Straight Road	Goh Chun Wooi	Good	0
141	141	141	141	141	Tue Dec 13 22:26:04 GMT+08:00 2016	13-Dec-2016 22:26:03.936	103.331038333	2.02629	14.275821	2.9	58.3	45.26	1.035	-0.563	10.064	0.05189842	51.3929519653	0.051898419857	1322.5	56.86274719238281	19.60784339904785	90.0	Straight Road	Goh Chun Wooi	Good	0
142	142	142	142	142	Tue Dec 13 22:26:06 GMT+08:00 2016	13-Dec-2016 22:26:04.933	103.331211667	2.02648833333	14.283027	2.9	59.3	39.01	0.984	-0.596	9.581	0.0026717782	51.4188957214	0.00267177820206	1338.75	56.86274719238281	19.60784339904785	90.0	Straight Road	Goh Chun Wooi	Good	0
143	143	143	143	143	Tue Dec 13 22:26:07 GMT+08:00 2016	13-Dec-2016 22:26:05.934	103.331291667	2.02659166667	14.276851	2.9	59.7	37.84	1.08	-0.751	9.511	-0.0022500753	51.3966598511	-0.00225007534027	1338.5	55.29411697387695	18.039215087890625	90.0	Straight Road	Goh Chun Wooi	Good	0
144	144	144	144	144	Tue Dec 13 22:26:07 GMT+08:00 2016	13-Dec-2016 22:26:06.933	103.331291667	2.02659166667	14.276851	2.9	59.7	37.84	0.478	-0.83	9.32	-0.025945365	51.3966598511	-0.0259453654289	1356.25	49.01960754394531	17.647058486938477	90.0	Straight Road	Goh Chun Wooi	Good	0
145	145	145	145	145	Tue Dec 13 22:26:08 GMT+08:00 2016	13-Dec-2016 22:26:07.933	103.331371667	2.02670333333	14.700467	2.8	60.7	36.54	0.209	-1.367	10.263	0.07463187	52.9216804504	0.0746318697929	1364.75	34.509803771972656	12.15686321258545	90.0	Straight Road	Goh Chun Wooi	Good	0
146	146	146	146	146	Tue Dec 13 22:26:09 GMT+08:00 2016	13-Dec-2016 22:26:08.934	103.331448333	2.02681666667	14.691716	2.8	61.8	34.32	0.268	-1.349	8.962	-0.05674708	52.8901786804	-0.0567470788956	1274.75	15.686274528503418	10.196078300476074	90.0	Straight Road	Goh Chun Wooi	Good	0
147	147	147	147	147	Tue Dec 13 22:26:10 GMT+08:00 2016	13-Dec-2016 22:26:09.935	103.331518333	2.02693	14.286116	2.7	63.0	31.66	0.87	-1.351	8.606	-0.088570654	51.430015564	-0.0885706543922	1244.25	14.117647171020508	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
148	148	148	148	148	Tue Dec 13 22:26:12 GMT+08:00 2016	13-Dec-2016 22:26:10.933	103.331643333	2.02715833333	13.9906645	2.8	63.9	27.85	1.057	-1.323	9.792	0.03198117	50.3663902283	0.0319811701775	1198.0	14.901961326599121	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
149	149	149	149	149	Tue Dec 13 22:26:12 GMT+08:00 2016	13-Dec-2016 22:26:11.933	103.331643333	2.02715833333	13.9906645	2.8	63.9	27.85	1.331	-1.42	10.607	0.11829466	50.3663902283	0.118294656277	1146.75	15.29411792755127	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
150	150	150	150	150	Tue Dec 13 22:26:13 GMT+08:00 2016	13-Dec-2016 22:26:12.933	103.331701667	2.02727	13.622639	2.8	64.1	27.97	1.076	-1.471	10.397	0.09499699	49.0414962769	0.0949969887733	1129.0	12.941176414489746	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
151	151	151	151	151	Tue Dec 13 22:26:15 GMT+08:00 2016	13-Dec-2016 22:26:13.934	103.33181	2.02749	12.734742	2.8	62.2	24.79	1.038	-1.505	9.078	-0.03703803	45.8450698853	-0.0370380282402	1084.5	12.549019813537598	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
152	152	152	152	152	Tue Dec 13 22:26:15 GMT+08:00 2016	13-Dec-2016 22:26:14.933	103.33181	2.02749	12.734742	2.8	62.2	24.79	0.827	-1.438	9.107	-0.037386656	45.8450698853	-0.0373866558075	1070.0	12.549019813537598	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
153	153	153	153	153	Tue Dec 13 22:26:16 GMT+08:00 2016	13-Dec-2016 22:26:15.935	103.33186	2.02759666667	12.702315	2.8	61.7	27.08	1.296	-1.026	9.317	-0.016423702	45.7283325195	-0.01642370224	1149.5	18.823530197143555	12.549019813537598	90.0	Straight Road	Goh Chun Wooi	Good	0
154	154	154	154	154	Tue Dec 13 22:26:18 GMT+08:00 2016	13-Dec-2016 22:26:16.933	103.331963333	2.02779833333	12.520103	2.9	61.4	28.14	1.671	-1.091	9.996	0.058068216	45.0723724365	0.058068215847	1173.5	22.745098114013672	12.549019813537598	90.0	Straight Road	Goh Chun Wooi	Good	0
155	155	155	155	155	Tue Dec 13 22:26:19 GMT+08:00 2016	13-Dec-2016 22:26:17.934	103.332015	2.0279	12.713639	2.9	61.4	27.19	1.04	-1.227	9.517	0.0028903484	45.7691001892	0.00289034843445	1156.75	21.960784912109375	10.196078300476074	90.0	Straight Road	Goh Chun Wooi	Good	0
156	156	156	156	156	Tue Dec 13 22:26:20 GMT+08:00 2016	13-Dec-2016 22:26:18.933	103.332063333	2.02800333333	12.577237	2.9	61.2	25.82	1.414	-2.82	10.156	0.10306388	45.2780532837	0.103063881397	1067.75	12.549019813537598	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
157	157	157	157	157	Tue Dec 13 22:26:20 GMT+08:00 2016	13-Dec-2016 22:26:19.932	103.332063333	2.02800333333	12.577237	2.9	61.2	25.82	1.597	-2.622	9.576	0.044086277	45.2780532837	0.0440862774849	1017.25	12.941176414489746	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
158	158	158	158	158	Tue Dec 13 22:26:22 GMT+08:00 2016	13-Dec-2016 22:26:20.933	103.332153333	2.02819833333	11.343963	3.0	61.1	24.89	1.17	-1.212	9.428	-0.00471884	40.8382644653	-0.00471884012222	922.25	14.117647171020508	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
159	159	159	159	159	Tue Dec 13 22:26:23 GMT+08:00 2016	13-Dec-2016 22:26:21.932	103.332195	2.02829166667	11.059321	3.0	61.1	24.76	0.94	-1.277	10.061	0.057245433	39.8135566711	0.0572454333305	915.0	13.72549057006836	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
160	160	160	160	160	Tue Dec 13 22:26:23 GMT+08:00 2016	13-Dec-2016 22:26:22.933	103.332195	2.02829166667	11.059321	3.0	61.1	24.76	0.981	-1.282	9.974	0.04894787	39.8135566711	0.0489478707314	1004.75	13.72549057006836	10.980392456054688	90.0	Straight Road	Goh Chun Wooi	Good	0
161	161	161	161	161	Tue Dec 13 22:26:25 GMT+08:00 2016	13-Dec-2016 22:26:23.933	103.332276667	2.02847666667	11.251828	2.9	60.8	23.34	0.861	-1.513	9.363	-0.010209203	40.5065803528	-0.0102092027664	927.75	14.117647171020508	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
162	162	162	162	162	Tue Dec 13 22:26:26 GMT+08:00 2016	13-Dec-2016 22:26:24.933	103.33231	2.02857333333	11.264181	2.9	59.5	20.54	1.062	-1.353	9.668	0.02000004	40.5065803528	0.0200000405312	944.25	13.72549057006836	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
163	163	163	163	163	Tue Dec 13 22:26:26 GMT+08:00 2016	13-Dec-2016 22:26:25.932	103.33231	2.02857333333	11.264181	2.9	59.5	20.54	1.25	-1.686	9.835	0.044122994	40.5510520935	0.0441229939461	943.5	13.333333969116211	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
164	164	164	164	164	Tue Dec 13 22:26:27 GMT+08:00 2016	13-Dec-2016 22:26:26.934	103.332345	2.02867	11.524116	2.9	59.2	19.1	0.891	-1.812	9.707	0.02968198	41.4868164062	0.0296819806099	936.0	13.72549057006836	9.411765098571777	90.0	Straight Road	Goh Chun Wooi	Good	0
165	165	165	165	165	Tue Dec 13 22:26:29 GMT+08:00 2016	13-Dec-2016 22:26:27.935	103.332403333	2.02887	10.900272	2.8	56.6	15.1	1.453	-2.703	10.503	0.13440675	39.240978241	0.134406745434	878.25	13.333333969116211	9.803921699523926	90.0	Corner	Goh Chun Wooi	Good	1
166	166	166	166	166	Tue Dec 13 22:26:29 GMT+08:00 2016	13-Dec-2016 22:26:28.934	103.332403333	2.02887	10.900272	2.8	56.6	15.1	1.204	-2.887	9.349	0.023934424	39.240978241	0.0239344239235	848.75	14.901961326599121	9.411765098571777	90.0	Corner	Goh Chun Wooi	Good	1
167	167	167	167	167	Tue Dec 13 22:26:30 GMT+08:00 2016	13-Dec-2016 22:26:29.932	103.332426667	2.02896166667	9.957301	2.8	55.6	14.62	1.455	-3.084	9.72	0.06903058	35.846282959	0.0690305829048	785.25	15.686274528503418	9.411765098571777	90.0	Corner	Goh Chun Wooi	Good	1
168	168	168	168	168	Tue Dec 13 22:26:32 GMT+08:00 2016	13-Dec-2016 22:26:30.933	103.332458333	2.02911	7.700759	2.8	54.2	8.86	-0.071	-3.511	9.629	0.06378895	27.7227306366	0.0637889504433	630.75	20.0	9.803921699523926	90.0	Corner	Goh Chun Wooi	Good	0
169	169	169	169	169	Tue Dec 13 22:26:33 GMT+08:00 2016	13-Dec-2016 22:26:31.933	103.332461667	2.02916833333	5.940409	2.8	53.2	4.54	-0.984	-1.638	9.555	0.0355218	21.3854732513	0.0355218015611	610.5	34.509803771972656	9.411765098571777	90.0	Corner	Goh Chun Wooi	Good	0
170	170	170	170	170	Tue Dec 13 22:26:34 GMT+08:00 2016	13-Dec-2016 22:26:32.933	103.332453333	2.02921333333	5.037586	2.8	52.8	350.18	-0.847	-1.605	9.695	0.024442255	18.1353092194	0.024442255497	1358.75	20.0	9.411765098571777	90.0	Corner	Goh Chun Wooi	Good	0
171	171	171	171	171	Tue Dec 13 22:26:34 GMT+08:00 2016	13-Dec-2016 22:26:33.933	103.332453333	2.02921333333	5.037586	2.8	52.8	350.18	-1.454	-0.659	10.058	0.057113826	18.1353092194	0.0571138262749	1424.25	34.11764907836914	15.29411792755127	90.0	Corner	Goh Chun Wooi	Good	0
172	172	172	172	172	Tue Dec 13 22:26:35 GMT+08:00 2016	13-Dec-2016 22:26:34.933	103.332436667	2.02924666667	3.8012235	2.8	52.7	336.27	-0.249	0.81	9.723	0.0138885975	13.6844043732	0.0138885974884	1611.25	53.72549057006836	15.686274528503418	90.0	Corner	Goh Chun Wooi	Good	0
173	173	173	173	173	Tue Dec 13 22:26:37 GMT+08:00 2016	13-Dec-2016 22:26:35.933	103.332373333	2.02927666667	4.1754265	2.8	53.1	293.29	0.62	0.615	9.277	-0.031151652	15.0315351486	-0.0311516523361	1847.5	51.764705657958984	20.784313201904297	90.0	Corner	Goh Chun Wooi	Good	0
174	174	174	174	174	Tue Dec 13 22:26:37 GMT+08:00 2016	13-Dec-2016 22:26:36.934	103.332373333	2.02927666667	4.1754265	2.8	53.1	293.29	0.988	-0.009	9.993	0.042621434	15.0315351486	0.0426214337349	2189.0	48.235294342041016	20.784313201904297	89.0	Corner	Goh Chun Wooi	Good	0
175	175	175	175	175	Tue Dec 13 22:26:38 GMT+08:00 2016	13-Dec-2016 22:26:37.935	103.332325	2.02928166667	5.3242865	2.8	53.5	281.25	0.888	0.084	9.51	-0.007326424	19.1674308777	-0.00732642412186	1710.5	54.90196228027344	20.784313201904297	89.0	Corner	Goh Chun Wooi	Good	0
176	176	176	176	176	Tue Dec 13 22:26:40 GMT+08:00 2016	13-Dec-2016 22:26:38.933	103.33221	2.02929	6.551899	2.8	53.2	275.55	1.248	0.043	9.862	0.03232771	23.5868358612	0.0323277115822	1747.25	54.90196228027344	20.784313201904297	89.0	Corner	Goh Chun Wooi	Good	0
177	177	177	177	177	Tue Dec 13 22:26:40 GMT+08:00 2016	13-Dec-2016 22:26:39.933	103.33221	2.02929	6.551899	2.8	53.2	275.55	1.152	0.012	10.164	0.061719954	23.5868358612	0.0617199540138	1773.0	55.686275482177734	20.784313201904297	89.0	Corner	Goh Chun Wooi	Good	0
178	178	178	178	178	Tue Dec 13 22:26:42 GMT+08:00 2016	13-Dec-2016 22:26:40.933	103.33207	2.02929333333	7.775394	2.8	54.4	271.32	0.832	0.065	9.716	0.013064563	27.9914169312	0.0130645632744	1799.75	54.11764907836914	20.784313201904297	89.0	Straight Road	Goh Chun Wooi	Good	0
179	179	179	179	179	Tue Dec 13 22:26:42 GMT+08:00 2016	13-Dec-2016 22:26:41.933	103.33207	2.02929333333	7.775394	2.8	54.4	271.32	0.857	-0.029	9.785	0.020274222	27.9914169312	0.0202742218971	1859.75	51.764705657958984	20.784313201904297	89.0	Straight Road	Goh Chun Wooi	Good	0
180	180	180	180	180	Tue Dec 13 22:26:44 GMT+08:00 2016	13-Dec-2016 22:26:42.933	103.331911667	2.029285	8.830574	2.9	54.6	266.3	0.84	-0.993	9.672	0.013807178	31.7900657654	0.0138071775436	1933.25	28.235294342041016	14.509803771972656	89.0	Straight Road	Goh Chun Wooi	Good	0
181	181	181	181	181	Tue Dec 13 22:26:45 GMT+08:00 2016	13-Dec-2016 22:26:43.932	103.331828333	2.02927666667	8.953078	2.9	54.8	267.09	0.795	-0.908	9.796	0.025122344	32.2310791016	0.0251223444939	1295.75	29.803922653198242	14.509803771972656	89.0	Straight Road	Goh Chun Wooi	Good	0
182	182	182	182	182	Tue Dec 13 22:26:45 GMT+08:00 2016	13-Dec-2016 22:26:44.933	103.331828333	2.02927666667	8.953078	2.9	54.8	267.09	0.963	-0.842	9.615	0.00775826	32.2310791016	0.00775825977325	1302.75	28.627450942993164	14.117647171020508	89.0	Straight Road	Goh Chun Wooi	Good	0
183	183	183	183	183	Tue Dec 13 22:26:47 GMT+08:00 2016	13-Dec-2016 22:26:45.934	103.331658333	2.029255	9.13426	2.9	53.7	265.17	0.729	-0.836	9.947	0.039249957	32.8833351135	0.0392499566078	1209.25	27.45098114013672	14.117647171020508	89.0	Straight Road	Goh Chun Wooi	Good	0
184	184	184	184	184	Tue Dec 13 22:26:47 GMT+08:00 2016	13-Dec-2016 22:26:46.935	103.331658333	2.029255	9.13426	2.9	53.7	265.17	0.938	-0.861	10.006	0.047204196	32.8833351135	0.0472041964531	1192.75	29.803922653198242	14.117647171020508	89.0	Straight Road	Goh Chun Wooi	Good	0
185	185	185	185	185	Tue Dec 13 22:26:48 GMT+08:00 2016	13-Dec-2016 22:26:47.934	103.331575	2.02924166667	9.149187	2.9	52.9	263.43	0.958	-1.227	9.571	0.0074575543	32.9370727539	0.00745755434036	1122.0	12.941176414489746	9.411765098571777	89.0	Straight Road	Goh Chun Wooi	Good	0
186	186	186	186	186	Tue Dec 13 22:26:49 GMT+08:00 2016	13-Dec-2016 22:26:48.932	103.331491667	2.02922833333	9.178527	2.9	52.5	263.06	1.174	-1.1	9.957	0.047148287	33.0426940918	0.0471482872963	1091.75	13.333333969116211	9.803921699523926	89.0	Straight Road	Goh Chun Wooi	Good	0
187	187	187	187	187	Tue Dec 13 22:26:50 GMT+08:00 2016	13-Dec-2016 22:26:49.933	103.33141	2.02921833333	9.146099	2.9	52.5	262.7	1.16	-1.069	10.164	0.067489445	32.9259567261	0.0674894452095	1045.5	14.509803771972656	9.803921699523926	89.0	Straight Road	Goh Chun Wooi	Good	0
188	188	188	188	188	Tue Dec 13 22:26:51 GMT+08:00 2016	13-Dec-2016 22:26:50.933	103.33133	2.02920166667	8.651451	2.9	51.9	260.16	1.337	-1.139	9.538	0.0076205134	31.1452236176	0.00762051343918	1018.75	14.117647171020508	9.803921699523926	89.0	Straight Road	Goh Chun Wooi	Good	0
189	189	189	189	189	Tue Dec 13 22:26:52 GMT+08:00 2016	13-Dec-2016 22:26:51.933	103.331255	2.02918833333	8.14342	2.9	51.9	260.26	1.456	-0.905	9.842	0.03736812	29.3163127899	0.037368118763	1106.25	25.490196228027344	13.333333969116211	89.0	Straight Road	Goh Chun Wooi	Good	0
190	190	190	190	190	Tue Dec 13 22:26:53 GMT+08:00 2016	13-Dec-2016 22:26:52.933	103.331181667	2.029175	8.056947	2.9	51.8	260.51	1.328	-0.768	9.863	0.036491454	29.0050067902	0.0364914536476	1171.0	25.882352828979492	13.333333969116211	89.0	Straight Road	Goh Chun Wooi	Good	0
191	191	191	191	191	Tue Dec 13 22:26:55 GMT+08:00 2016	13-Dec-2016 22:26:53.933	103.331031667	2.029145	8.411591	2.9	52.1	262.18	0.989	-0.747	9.674	0.013196826	30.2817249298	0.0131968259811	1223.75	29.803922653198242	14.117647171020508	89.0	Straight Road	Goh Chun Wooi	Good	0
192	192	192	192	192	Tue Dec 13 22:26:55 GMT+08:00 2016	13-Dec-2016 22:26:54.933	103.331031667	2.029145	8.411591	2.9	52.1	262.18	0.998	-0.833	10.047	0.05169624	30.2817249298	0.0516962409019	1305.5	30.19607925415039	14.509803771972656	90.0	Straight Road	Goh Chun Wooi	Good	0
193	193	193	193	193	Tue Dec 13 22:26:57 GMT+08:00 2016	13-Dec-2016 22:26:55.933	103.33088	2.02912	8.351883	2.9	51.1	263.44	0.893	-0.775	9.747	0.019861877	30.066778183	0.0198618769646	1324.25	31.764705657958984	14.901961326599121	90.0	Straight Road	Goh Chun Wooi	Good	0
194	194	194	194	194	Tue Dec 13 22:26:57 GMT+08:00 2016	13-Dec-2016 22:26:56.933	103.33088	2.02912	8.351883	2.9	51.1	263.44	0.891	-0.829	9.687	0.014224231	30.066778183	0.0142242312431	1200.5	34.509803771972656	14.901961326599121	90.0	Straight Road	Goh Chun Wooi	Good	0
195	195	195	195	195	Tue Dec 13 22:26:59 GMT+08:00 2016	13-Dec-2016 22:26:57.932	103.330721667	2.02909166667	8.984991	3.0	50.5	259.23	0.833	-0.663	9.608	0.0044031143	32.3459663391	0.00440311431885	1196.5	35.686275482177734	14.901961326599121	90.0	Straight Road	Goh Chun Wooi	Good	0
196	196	196	196	196	Tue Dec 13 22:27:00 GMT+08:00 2016	13-Dec-2016 22:26:58.934	103.33064	2.02907333333	9.313899	3.0	50.2	257.29	0.865	-1.05	10.073	0.055131495	33.5300369263	0.0551314949989	1188.0	33.72549057006836	12.15686321258545	90.0	Straight Road	Goh Chun Wooi	Good	0
197	197	197	197	197	Tue Dec 13 22:27:00 GMT+08:00 2016	13-Dec-2016 22:26:59.934	103.33064	2.02907333333	9.313899	3.0	50.2	257.29	1.06	-1.137	9.486	-0.0011304021	33.5300369263	-0.00113040208817	1186.25	18.039215087890625	11.764705657958984	90.0	Straight Road	Goh Chun Wooi	Good	0
198	198	198	198	198	Tue Dec 13 22:27:01 GMT+08:00 2016	13-Dec-2016 22:27:00.933	103.330553333	2.029055	9.407578	2.9	50.0	255.63	1.209	-1.147	9.748	0.027096689	33.8672828674	0.0270966887474	1196.25	20.784313201904297	11.764705657958984	90.0	Straight Road	Goh Chun Wooi	Good	0
199	199	199	199	199	Tue Dec 13 22:27:03 GMT+08:00 2016	13-Dec-2016 22:27:01.933	103.330381667	2.02900166667	9.629423	2.9	49.5	252.72	0.915	-1.046	9.775	0.025452077	34.6659240723	0.0254520773888	1208.5	21.568628311157227	11.764705657958984	90.0	Straight Road	Goh Chun Wooi	Good	0
200	200	200	200	200	Tue Dec 13 22:27:04 GMT+08:00 2016	13-Dec-2016 22:27:02.933	103.330296667	2.02897166667	9.89502	2.9	49.3	251.05	0.928	-1.163	9.55	0.0042403936	35.6220703125	0.00424039363861	1199.75	20.39215660095215	11.764705657958984	90.0	Straight Road	Goh Chun Wooi	Good	0
201	201	201	201	201	Tue Dec 13 22:27:04 GMT+08:00 2016	13-Dec-2016 22:27:03.933	103.330296667	2.02897166667	9.89502	2.9	49.3	251.05	1.093	-1.339	9.528	0.01842918	35.6220703125	0.0184291806072	1230.25	20.39215660095215	11.764705657958984	90.0	Straight Road	Goh Chun Wooi	Good	0
202	202	202	202	202	Tue Dec 13 22:27:05 GMT+08:00 2016	13-Dec-2016 22:27:04.932	103.33021	2.02893833333	9.598025	2.9	48.8	250.69	1.031	-1.315	9.619	0.014215112	34.5528907776	0.0142151117325	1223.75	15.29411792755127	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
203	203	203	203	203	Tue Dec 13 22:27:06 GMT+08:00 2016	13-Dec-2016 22:27:05.933	103.330125	2.028905	9.634056	2.9	48.0	250.31	1.407	-2.56	9.704	0.052042186	34.6826019287	0.0520421862602	1194.75	15.29411792755127	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
204	204	204	204	204	Tue Dec 13 22:27:07 GMT+08:00 2016	13-Dec-2016 22:27:06.934	103.330038333	2.02887166667	9.7313385	2.9	47.6	250.58	1.184	-2.685	9.913	0.07284433	35.0328178406	0.0728443264961	1059.75	24.705883026123047	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
205	205	205	205	205	Tue Dec 13 22:27:09 GMT+08:00 2016	13-Dec-2016 22:27:07.933	103.329885	2.02881333333	7.989518	2.9	47.0	251.79	1.345	-2.898	9.863	0.07583529	28.7622642517	0.075835287571	996.0	18.039215087890625	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
206	206	206	206	206	Tue Dec 13 22:27:09 GMT+08:00 2016	13-Dec-2016 22:27:08.932	103.329885	2.02881333333	7.989518	2.9	47.0	251.79	1.541	-3.166	9.672	0.06823522	28.7622642517	0.0682352185249	827.75	22.352941513061523	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
207	207	207	207	207	Tue Dec 13 22:27:10 GMT+08:00 2016	13-Dec-2016 22:27:09.933	103.329825	2.02878833333	6.840658	2.9	46.9	249.33	1.427	-2.602	9.904	0.07292956	24.6263694763	0.0729295611382	699.5	25.882352828979492	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
208	208	208	208	208	Tue Dec 13 22:27:12 GMT+08:00 2016	13-Dec-2016 22:27:10.933	103.329731667	2.02874833333	4.429185	2.9	46.9	247.61	1.532	-1.529	11.532	0.21506172	15.9450654984	0.215061724186	1051.75	21.568628311157227	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
209	209	209	209	209	Tue Dec 13 22:27:13 GMT+08:00 2016	13-Dec-2016 22:27:11.933	103.32969	2.02873333333	4.7241206	2.9	47.0	250.66	1.161	-1.167	9.401	-0.008111656	17.0068340302	-0.00811165571213	989.75	16.078432083129883	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
210	210	210	210	210	Tue Dec 13 22:27:13 GMT+08:00 2016	13-Dec-2016 22:27:12.943	103.32969	2.02873333333	4.7241206	2.9	47.0	250.66	1.103	-0.358	9.603	0.005010605	17.0068340302	0.0050106048584	1871.75	26.666667938232422	16.47058868408203	90.0	Straight Road	Goh Chun Wooi	Good	0
211	211	211	211	211	Tue Dec 13 22:27:15 GMT+08:00 2016	13-Dec-2016 22:27:13.934	103.329598333	2.02869833333	5.727314	2.9	47.5	245.95	1.582	-0.172	10.404	0.091884315	20.6183300018	0.0918843150139	1649.5	40.39215850830078	16.47058868408203	90.0	Straight Road	Goh Chun Wooi	Good	0
212	212	212	212	212	Tue Dec 13 22:27:15 GMT+08:00 2016	13-Dec-2016 22:27:14.932	103.329598333	2.02869833333	5.727314	2.9	47.5	245.95	1.024	-0.523	9.707	0.0154182315	20.6183300018	0.0154182314873	1560.5	36.86274719238281	16.078432083129883	90.0	Straight Road	Goh Chun Wooi	Good	0
213	213	213	213	213	Tue Dec 13 22:27:17 GMT+08:00 2016	13-Dec-2016 22:27:15.933	103.329478333	2.02865333333	7.3389096	2.9	46.8	250.59	1.365	-0.961	10.0	0.052473962	26.4200744629	0.052473962307	1254.5	27.05882453918457	14.117647171020508	90.0	Straight Road	Goh Chun Wooi	Good	0
214	214	214	214	214	Tue Dec 13 22:27:17 GMT+08:00 2016	13-Dec-2016 22:27:16.936	103.329478333	2.02865333333	7.3389096	2.9	46.8	250.59	1.283	-1.165	10.042	0.057780802	26.4200744629	0.0577808022499	1154.75	22.352941513061523	12.15686321258545	90.0	Straight Road	Goh Chun Wooi	Good	0
215	215	215	215	215	Tue Dec 13 22:27:18 GMT+08:00 2016	13-Dec-2016 22:27:17.934	103.329406667	2.02863	8.230409	2.9	46.2	251.11	1.66	-1.257	10.498	0.10997921	29.6294708252	0.109979212284	1054.5	15.29411792755127	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
216	216	216	216	216	Tue Dec 13 22:27:20 GMT+08:00 2016	13-Dec-2016 22:27:18.936	103.32926	2.02857666667	8.621082	2.9	45.5	249.62	1.362	-2.084	9.346	0.0049233437	30.8932132721	0.00492334365845	1078.75	12.941176414489746	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
217	217	217	217	217	Tue Dec 13 22:27:20 GMT+08:00 2016	13-Dec-2016 22:27:19.932	103.32926	2.02857666667	8.621082	2.9	45.5	249.62	1.379	-1.662	9.662	0.028216064	31.0358963013	0.0282160639763	1033.5	15.686274528503418	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
218	218	218	218	218	Tue Dec 13 22:27:22 GMT+08:00 2016	13-Dec-2016 22:27:20.934	103.329125	2.02852333333	7.5200915	2.9	46.1	248.96	1.206	-1.657	9.665	0.026124775	27.0723285675	0.0261247754097	911.5	15.686274528503418	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
219	219	219	219	219	Tue Dec 13 22:27:22 GMT+08:00 2016	13-Dec-2016 22:27:21.933	103.329125	2.02852333333	7.5200915	2.9	46.1	248.96	1.177	-1.823	9.758	0.037996948	27.0723285675	0.0379969477654	866.0	16.078432083129883	9.803921699523926	90.0	Straight Road	Goh Chun Wooi	Good	0
220	220	220	220	220	Tue Dec 13 22:27:23 GMT+08:00 2016	13-Dec-2016 22:27:22.933	103.329065	2.0285	6.9441175	2.9	46.3	249.24	3.439	-0.91	9.134	0.018213391	24.9988231659	0.018213391304	754.25	23.13725471496582	9.803921699523926	90.0	Intersection	Goh Chun Wooi	Good	0
221	221	221	221	221	Tue Dec 13 22:27:25 GMT+08:00 2016	13-Dec-2016 22:27:23.933	103.328955	2.02846333333	6.353731	2.9	46.8	256.89	3.562	-1.319	9.009	0.015635788	22.8734321594	0.0156357884407	819.25	21.176471710205078	9.803921699523926	90.0	Intersection	Goh Chun Wooi	Good	0
222	222	222	222	222	Tue Dec 13 22:27:25 GMT+08:00 2016	13-Dec-2016 22:27:24.932	103.328955	2.02846333333	6.353731	2.9	46.8	256.89	3.199	-0.981	9.985	0.09246844	22.8734321594	0.0924684405327	914.25	22.352941513061523	11.764705657958984	90.0	Intersection	Goh Chun Wooi	Good	0
223	223	223	223	223	Tue Dec 13 22:27:26 GMT+08:00 2016	13-Dec-2016 22:27:25.933	103.328901667	2.02846333333	5.8477592	2.9	46.4	275.15	2.522	-0.653	9.815	0.054153502	21.0519332886	0.0541535019875	1441.0	36.86274719238281	16.47058868408203	90.0	Intersection	Goh Chun Wooi	Good	0
