	GPS Time	 Device Time	 Longitude	 Latitude	GPS Speed (Meters/second)	 Horizontal Dilution of Precision	 Altitude	 Bearing	 G(x)	 G(y)	 G(z)	 G(calibrated)	Speed (GPS)(km/h)	Acceleration Sensor(Total)(g)	Engine RPM(rpm)	Engine Load(%)	Throttle Position(Manifold)(%)	Engine Coolant Temperature(°C)	Road Structure
81	Mon Nov 07 16:42:48 GMT+08:00 2016	07-Nov-2016 16:42:46.898	103.326321667	2.029085	8.976755	5.4	15.8	23.08	0.661	-0.985	10.199	0.06566185	32.316318512	0.0656618475914	1518.75	55.6862754822	18.823530197143555	87.0	Straight Road
82	Mon Nov 07 16:42:49 GMT+08:00 2016	07-Nov-2016 16:42:47.899	103.326363333	2.02917	9.64538	5.4	15.7	24.39	-0.016	-2.132	9.547	0.01616323	34.7233657837	0.0161632299423	1296.0	27.0588245392	18.823530197143555	87.0	Straight Road
83	Mon Nov 07 16:42:50 GMT+08:00 2016	07-Nov-2016 16:42:48.900	103.326401667	2.02926333333	9.904285	5.4	15.6	23.4	0.42	-1.315	9.889	0.036827266	35.6554260254	0.0368272662163	969.5	36.0784301758	18.823530197143555	87.0	Straight Road
84	Mon Nov 07 16:42:51 GMT+08:00 2016	07-Nov-2016 16:42:49.899	103.326441667	2.02934833333	9.910976	5.4	15.4	23.98	0.316	-1.001	9.667	0.010215402	35.6795158386	0.0102154016495	872.5	35.6862754822	18.823530197143555	87.0	Straight Road
85	Mon Nov 07 16:42:52 GMT+08:00 2016	07-Nov-2016 16:42:50.899	103.326485	2.02943	9.885241	5.5	15.2	25.55	0.395	-0.818	9.771	0.019319355	35.5868644714	0.0193193554878	859.25	36.4705886841	18.823530197143555	88.0	Straight Road
86	Mon Nov 07 16:42:53 GMT+08:00 2016	07-Nov-2016 16:42:51.898	103.326531667	2.029515	10.137454	5.5	15.0	26.79	0.693	-0.322	9.979	0.039205372	36.4948348999	0.0392053723335	1440.5	69.0196075439	24.3137264251709	88.0	Straight Road
87	Mon Nov 07 16:42:54 GMT+08:00 2016	07-Nov-2016 16:42:52.899	103.326581667	2.02959333333	10.2290745	5.5	14.8	29.2	0.627	-0.302	9.47	-0.013055325	36.8246688843	-0.0130553245544	1696.0	74.9019622803	24.705883026123047	88.0	Straight Road
88	Mon Nov 07 16:42:55 GMT+08:00 2016	07-Nov-2016 16:42:53.899	103.326616667	2.02966833333	9.563539	5.6	14.6	28.23	0.249	-0.18	9.303	-0.03216493	34.4287376404	-0.0321649312973	1713.25	76.4705886841	25.882352828979492	88.0	Straight Road
89	Mon Nov 07 16:42:56 GMT+08:00 2016	07-Nov-2016 16:42:54.899	103.326658333	2.02974333333	9.5686865	5.6	14.4	28.46	0.249	-0.291	9.909	0.029845893	34.4472694397	0.029845893383	1730.25	78.4313735962	26.27450942993164	88.0	Straight Road
90	Mon Nov 07 16:42:57 GMT+08:00 2016	07-Nov-2016 16:42:55.899	103.326686667	2.02982333333	9.558907	5.6	14.2	25.65	0.307	-0.525	9.941	0.034248292	34.4120635986	0.0342482924461	1681.25	73.7254943848	24.3137264251709	88.0	Straight Road
91	Mon Nov 07 16:42:58 GMT+08:00 2016	07-Nov-2016 16:42:56.899	103.32672	2.02990666667	10.024216	5.7	14.0	24.61	0.514	-0.839	9.889	0.032030404	36.0871772766	0.032030403614	1626.5	47.8431396484	19.215686798095703	88.0	Straight Road
92	Mon Nov 07 16:42:59 GMT+08:00 2016	07-Nov-2016 16:42:57.899	103.326753333	2.03	10.602763	5.7	13.8	23.24	0.442	-1.195	10.247	0.07159001	38.1699447632	0.0715900063515	1130.25	30.9803924561	18.823530197143555	88.0	Straight Road
93	Mon Nov 07 16:43:00 GMT+08:00 2016	07-Nov-2016 16:42:58.899	103.326786667	2.03009333333	10.778798	5.8	13.6	22.28	0.857	-0.87	10.013	0.04725629	38.8036727905	0.0472562909126	1129.5	30.1960792542	18.823530197143555	88.0	Straight Road
94	Mon Nov 07 16:43:01 GMT+08:00 2016	07-Nov-2016 16:42:59.898	103.326818333	2.030185	10.533791	5.8	13.4	21.55	0.636	-0.727	9.67	0.009634376	37.9216461182	0.0096343755722	1125.75	30.5882358551	18.823530197143555	88.0	Straight Road
95	Mon Nov 07 16:43:02 GMT+08:00 2016	07-Nov-2016 16:43:00.899	103.32688	2.03027666667	10.556952	5.6	13.3	21.93	-0.065	-0.906	9.532	-0.0049368143	38.005027771	-0.00493681430817	1105.25	30.1960792542	18.823530197143555	88.0	Straight Road
96	Mon Nov 07 16:43:03 GMT+08:00 2016	07-Nov-2016 16:43:01.899	103.326933333	2.030375	10.932185	5.5	13.2	21.16	0.751	-0.983	9.891	0.035111845	39.3558654785	0.0351118445396	1093.75	30.5882358551	18.823530197143555	88.0	Straight Road
97	Mon Nov 07 16:43:04 GMT+08:00 2016	07-Nov-2016 16:43:02.899	103.326971667	2.03047333333	10.919317	5.4	13.0	19.81	0.179	-0.873	10.305	0.07337934	39.3095397949	0.0733793377876	1065.5	30.9803924561	18.823530197143555	88.0	Straight Road
98	Mon Nov 07 16:43:05 GMT+08:00 2016	07-Nov-2016 16:43:03.899	103.327008333	2.030555	10.905934	5.3	13.1	18.81	0.603	-0.76	10.025	0.045690358	39.2613639832	0.0456903576851	1217.75	39.2156867981	19.215686798095703	88.0	Straight Road
99	Mon Nov 07 16:43:06 GMT+08:00 2016	07-Nov-2016 16:43:04.898	103.327041667	2.030645	10.86939	5.2	13.0	17.41	0.089	-1.46	10.145	0.063842475	39.1298027039	0.0638424754143	1051.5	33.3333320618	18.823530197143555	88.0	Straight Road
100	Mon Nov 07 16:43:07 GMT+08:00 2016	07-Nov-2016 16:43:05.899	103.327063333	2.03072833333	10.852404	5.1	13.2	17.49	0.357	-1.167	9.762	0.021852791	39.0686531067	0.0218527913094	982.75	32.9411773682	18.823530197143555	88.0	Straight Road
101	Mon Nov 07 16:43:08 GMT+08:00 2016	07-Nov-2016 16:43:06.899	103.327081667	2.03082333333	10.688722	4.9	13.3	16.72	0.403	-0.943	10.006	0.04432243	38.4793968201	0.0443224310875	947.5	33.7254905701	18.823530197143555	88.0	Straight Road
102	Mon Nov 07 16:43:09 GMT+08:00 2016	07-Nov-2016 16:43:07.898	103.327098333	2.03091833333	10.415919	4.9	13.4	16.68	0.782	-0.887	9.727	0.017839253	37.4973068237	0.0178392529488	947.5	34.509803772	18.823530197143555	88.0	Straight Road
103	Mon Nov 07 16:43:10 GMT+08:00 2016	07-Nov-2016 16:43:08.899	103.327115	2.031015	10.295474	4.8	13.3	17.0	0.566	-0.832	9.44	-0.013265014	37.0637054443	-0.0132650136948	932.75	34.509803772	18.823530197143555	88.0	Straight Road
104	Mon Nov 07 16:43:11 GMT+08:00 2016	07-Nov-2016 16:43:09.899	103.327145	2.031105	10.209516	4.8	13.2	17.42	0.413	-0.658	10.08	0.034246225	36.7542533875	0.03424622491	1108.5	53.3333358765	21.176471710205078	88.0	Straight Road
105	Mon Nov 07 16:43:12 GMT+08:00 2016	07-Nov-2016 16:43:10.899	103.327173333	2.03119666667	10.183779	4.8	13.0	17.12	0.518	-0.226	9.835	0.02320224	36.6616020203	0.0232022404671	1592.75	61.9607849121	24.3137264251709	88.0	Straight Road
106	Mon Nov 07 16:43:13 GMT+08:00 2016	07-Nov-2016 16:43:11.904	103.327193333	2.03128666667	10.039143	4.9	12.9	16.61	0.283	-0.787	10.298	0.07220131	36.1409111023	0.0722013115883	1371.0	47.0588226318	20.0	88.0	Straight Road
107	Mon Nov 07 16:43:14 GMT+08:00 2016	07-Nov-2016 16:43:12.899	103.327218333	2.03138166667	10.266134	4.9	12.8	16.59	0.416	-0.949	10.148	0.058833063	36.9580841064	0.0588330626488	1065.5	39.2156867981	18.823530197143555	88.0	Straight Road
108	Mon Nov 07 16:43:15 GMT+08:00 2016	07-Nov-2016 16:43:13.899	103.327241667	2.03148333333	10.800931	5.0	12.6	16.78	0.065	-1.394	9.639	0.011812985	38.8833503723	0.0118129849434	1032.0	32.5490188599	18.823530197143555	88.0	Straight Road
109	Mon Nov 07 16:43:16 GMT+08:00 2016	07-Nov-2016 16:43:14.899	103.327265	2.03157666667	10.768503	5.1	12.5	15.49	0.583	-1.34	10.117	0.060997307	38.7666091919	0.0609973073006	1036.5	32.1568641663	18.823530197143555	87.0	Straight Road
110	Mon Nov 07 16:43:17 GMT+08:00 2016	07-Nov-2016 16:43:15.899	103.327283333	2.03167166667	10.605851	5.2	12.3	14.03	0.53	-1.057	10.021	0.047595203	38.1810646057	0.0475952029228	1021.0	32.5490188599	18.823530197143555	87.0	Straight Road
111	Mon Nov 07 16:43:18 GMT+08:00 2016	07-Nov-2016 16:43:16.898	103.327303333	2.03177333333	10.976966	5.2	12.2	12.99	0.654	-1.234	9.677	0.015662491	39.517074585	0.0156624913216	1028.0	32.5490188599	18.823530197143555	87.0	Straight Road
112	Mon Nov 07 16:43:19 GMT+08:00 2016	07-Nov-2016 16:43:17.899	103.327318333	2.03187333333	10.947112	5.2	12.1	11.33	0.608	-1.582	9.495	0.0021877289	39.4096031189	0.00218772888184	1017.75	32.5490188599	18.823530197143555	87.0	Straight Road
113	Mon Nov 07 16:43:20 GMT+08:00 2016	07-Nov-2016 16:43:18.898	103.327331667	2.03197166667	10.789607	5.2	12.0	9.81	0.432	-1.534	10.163	0.06764358	38.8425827026	0.0676435828209	1003.0	32.9411773682	18.823530197143555	87.0	Straight Road
114	Mon Nov 07 16:43:21 GMT+08:00 2016	07-Nov-2016 16:43:19.900	103.327351667	2.032065	10.424154	5.3	11.9	9.27	0.31	-2.135	9.915	0.053352296	37.5269546509	0.0533522963524	992.0	33.3333320618	18.823530197143555	87.0	Straight Road
115	Mon Nov 07 16:43:22 GMT+08:00 2016	07-Nov-2016 16:43:20.899	103.32736	2.03217	10.612028	5.2	11.7	8.48	0.074	-1.878	9.689	0.025075853	38.2033004761	0.0250758528709	967.75	33.7254905701	18.823530197143555	87.0	Straight Road
116	Mon Nov 07 16:43:23 GMT+08:00 2016	07-Nov-2016 16:43:21.899	103.327371667	2.03226833333	10.757179	5.2	11.6	8.47	-0.582	-1.872	9.494	0.007204294	38.7258453369	0.00720429420471	955.25	34.1176490784	18.823530197143555	87.0	Straight Road
117	Mon Nov 07 16:43:24 GMT+08:00 2016	07-Nov-2016 16:43:22.899	103.327385	2.03236333333	10.568791	5.3	11.5	7.42	-0.774	-2.023	9.707	0.032835305	38.0476493835	0.0328353047371	934.25	34.509803772	18.823530197143555	87.0	Straight Road
118	Mon Nov 07 16:43:25 GMT+08:00 2016	07-Nov-2016 16:43:23.899	103.327396667	2.03245833333	10.707767	5.3	11.4	6.97	-0.67	-2.229	9.871	0.05281192	38.547958374	0.0528119206429	922.5	34.9019622803	18.823530197143555	87.0	Straight Road
119	Mon Nov 07 16:43:26 GMT+08:00 2016	07-Nov-2016 16:43:24.898	103.327405	2.03255333333	10.44114	5.4	11.3	5.81	-0.059	-2.873	9.935	0.07325441	37.588104248	0.0732544064522	903.75	35.2941169739	18.823530197143555	87.0	Straight Road
120	Mon Nov 07 16:43:27 GMT+08:00 2016	07-Nov-2016 16:43:25.899	103.327411667	2.03264333333	10.115321	5.5	11.1	4.68	-0.343	-2.574	9.69	0.04162079	36.4151535034	0.0416207909584	848.25	36.0784301758	18.823530197143555	88.0	Straight Road
121	Mon Nov 07 16:43:28 GMT+08:00 2016	07-Nov-2016 16:43:26.899	103.327415	2.032725	9.559936	5.7	11.0	3.18	-0.774	-2.705	9.746	0.053046286	34.4157676697	0.0530462861061	800.0	37.254901886	18.823530197143555	88.0	Roundabout
122	Mon Nov 07 16:43:29 GMT+08:00 2016	07-Nov-2016 16:43:27.898	103.327415	2.03280333333	9.038522	5.8	10.8	0.76	-0.364	-2.799	10.506	0.12792486	32.5386772156	0.127924859524	842.0	43.5294113159	19.215686798095703	88.0	Roundabout
123	Mon Nov 07 16:43:30 GMT+08:00 2016	07-Nov-2016 16:43:28.899	103.32741	2.032875	8.442473	5.9	10.6	358.56	-1.595	-1.098	9.79	0.036295116	30.3929042816	0.0362951159477	872.5	45.490196228	19.215686798095703	88.0	Roundabout
124	Mon Nov 07 16:43:31 GMT+08:00 2016	07-Nov-2016 16:43:29.899	103.327398333	2.03294	7.890177	6.0	10.4	355.77	-1.243	-0.234	9.232	-0.031128287	28.4046363831	-0.0311282873154	1649.0	60.0	27.05882453918457	88.0	Roundabout
125	Mon Nov 07 16:43:32 GMT+08:00 2016	07-Nov-2016 16:43:30.899	103.32738	2.03300333333	7.4706783	6.1	10.2	351.49	-1.978	-0.129	9.313	-0.010397434	26.8944416046	-0.0103974342346	1783.5	68.2352981567	30.58823585510254	88.0	Roundabout
126	Mon Nov 07 16:43:33 GMT+08:00 2016	07-Nov-2016 16:43:31.899	103.327353333	2.033065	7.2400827	6.2	10.1	345.47	-0.848	0.179	10.248	0.06737739	26.0642967224	0.0673773884773	2037.5	88.6274490356	31.372549057006836	88.0	Roundabout
127	Mon Nov 07 16:43:34 GMT+08:00 2016	07-Nov-2016 16:43:32.899	103.327311667	2.03312166667	7.082063	6.2	9.9	338.32	-0.745	0.001	9.242	-0.035844266	25.495426178	-0.0358442664146	2141.25	92.5490188599	33.72549057006836	88.0	Roundabout
128	Mon Nov 07 16:43:35 GMT+08:00 2016	07-Nov-2016 16:43:33.899	103.327253333	2.03317333333	7.213832	6.3	9.7	329.62	-1.476	-0.118	10.106	0.06017214	25.9697933197	0.0601721405983	2197.5	92.156867981	33.72549057006836	88.0	Roundabout
129	Mon Nov 07 16:43:36 GMT+08:00 2016	07-Nov-2016 16:43:34.898	103.327193333	2.033225	7.493326	6.4	9.6	323.94	-1.922	0.106	9.864	0.043471515	26.9759731293	0.0434715151787	2285.0	94.509803772	35.686275482177734	88.0	Straight Road
130	Mon Nov 07 16:43:37 GMT+08:00 2016	07-Nov-2016 16:43:35.899	103.327128333	2.03326666667	7.521121	6.4	9.4	318.67	-2.669	0.068	9.769	0.051341236	27.0760345459	0.0513412356377	2339.0	92.5490188599	33.72549057006836	88.0	Straight Road
131	Mon Nov 07 16:43:38 GMT+08:00 2016	07-Nov-2016 16:43:36.899	103.32705	2.03329666667	7.638478	6.4	9.2	310.23	-1.526	0.094	9.707	0.020698845	27.4985198975	0.0206988453865	2389.75	93.7254943848	34.90196228027344	88.0	Straight Road
132	Mon Nov 07 16:43:39 GMT+08:00 2016	07-Nov-2016 16:43:37.901	103.326978333	2.03333833333	8.01371	6.4	9.0	305.26	-0.478	-0.147	10.69	0.109896004	28.8493556976	0.1098960042	2496.0	94.509803772	35.686275482177734	87.0	Straight Road
133	Mon Nov 07 16:43:40 GMT+08:00 2016	07-Nov-2016 16:43:38.899	103.326905	2.033385	8.452253	6.4	8.9	302.38	-0.084	0.068	9.345	-0.028336942	30.42811203	-0.0283369421959	2560.75	94.509803772	33.33333206176758	87.0	Straight Road
134	Mon Nov 07 16:43:41 GMT+08:00 2016	07-Nov-2016 16:43:39.899	103.326828333	2.03342166667	8.767263	6.4	8.7	299.81	-0.575	-0.997	10.436	0.08926219	31.5621471405	0.0892621874809	2489.75	53.3333358765	20.39215660095215	87.0	Straight Road
135	Mon Nov 07 16:43:42 GMT+08:00 2016	07-Nov-2016 16:43:40.898	103.326776667	2.03347	8.5881405	6.5	8.5	303.0	-1.04	-1.062	11.423	0.19324094	30.9173049927	0.193240940571	1651.5	25.0980396271	18.823530197143555	87.0	Straight Road
136	Mon Nov 07 16:43:43 GMT+08:00 2016	07-Nov-2016 16:43:41.899	103.326696667	2.03348	8.420341	6.4	8.3	302.26	-2.233	-1.112	10.463	0.115459025	30.3132247925	0.115459024906	1629.5	23.137254715	18.823530197143555	87.0	Straight Road
137	Mon Nov 07 16:43:44 GMT+08:00 2016	07-Nov-2016 16:43:42.900	103.326583333	2.0335	8.804323	6.3	8.2	298.73	-1.52	-0.349	9.807	0.03125578	31.6955623627	0.0312557816505	2075.75	54.9019622803	30.980392456054688	87.0	Straight Road
138	Mon Nov 07 16:43:45 GMT+08:00 2016	07-Nov-2016 16:43:43.898	103.326506667	2.03353166667	8.844472	6.3	8.0	296.66	-1.223	-0.205	11.108	0.1583479	31.8400974274	0.158347904682	2257.0	89.8039245605	32.156864166259766	87.0	Straight Road
139	Mon Nov 07 16:43:46 GMT+08:00 2016	07-Nov-2016 16:43:44.899	103.326428333	2.033555	8.835722	6.4	7.8	293.86	-1.129	-0.432	10.431	0.08941895	31.8085975647	0.0894189476967	2320.25	92.5490188599	35.29411697387695	87.0	Straight Road
140	Mon Nov 07 16:43:47 GMT+08:00 2016	07-Nov-2016 16:43:45.898	103.326356667	2.03359666667	8.4244585	6.5	7.6	295.75	-0.582	-0.015	10.136	0.053934276	30.3280506134	0.053934276104	2298.25	88.6274490356	31.764705657958984	87.0	Straight Road
141	Mon Nov 07 16:43:48 GMT+08:00 2016	07-Nov-2016 16:43:46.899	103.326143333	2.03350833333	8.630862	6.4	7.5	287.14	-0.12	-0.49	9.656	0.0046441555	31.0711040497	0.00464415550232	2238.25	63.9215698242	29.411766052246094	87.0	Straight Road
142	Mon Nov 07 16:43:49 GMT+08:00 2016	07-Nov-2016 16:43:47.898	103.325951667	2.03340833333	9.023595	6.3	7.1	277.55	0.64	-0.705	10.479	0.091596305	32.4849395752	0.0915963053703	1889.0	58.8235321045	23.52941131591797	87.0	Straight Road
143	Mon Nov 07 16:43:50 GMT+08:00 2016	07-Nov-2016 16:43:48.899	103.325758333	2.03329666667	9.889873	6.2	6.8	268.55	1.021	-0.982	10.336	0.08246833	35.6035385132	0.0824683308601	1911.5	47.4509811401	25.098039627075195	87.0	Straight Road
144	Mon Nov 07 16:43:51 GMT+08:00 2016	07-Nov-2016 16:43:49.898	103.32563	2.03315666667	10.693355	6.3	6.6	259.34	1.113	-1.005	9.682	0.017720103	38.4960746765	0.0177201032639	1848.25	25.490196228	19.215686798095703	88.0	Straight Road
145	Mon Nov 07 16:43:52 GMT+08:00 2016	07-Nov-2016 16:43:50.899	103.32551	2.033015	11.491174	6.4	6.5	250.28	1.324	-1.261	10.039	0.059178054	41.3682250977	0.0591780543327	1597.5	23.9215698242	18.823530197143555	88.0	Straight Road
146	Mon Nov 07 16:43:53 GMT+08:00 2016	07-Nov-2016 16:43:51.899	103.3253	2.03286333333	13.237111	6.5	6.3	245.59	1.099	-1.286	10.692	0.122465074	47.6535987854	0.122465074062	1541.25	23.9215698242	18.823530197143555	88.0	Straight Road
147	Mon Nov 07 16:43:54 GMT+08:00 2016	07-Nov-2016 16:43:52.899	103.32512	2.03273333333	14.495607	6.7	6.0	242.59	0.894	-1.394	9.896	0.041793764	52.1841850281	0.0417937636375	1514.75	24.3137264252	18.823530197143555	88.0	Straight Road
148	Mon Nov 07 16:43:55 GMT+08:00 2016	07-Nov-2016 16:43:53.898	103.324955	2.03261666667	15.300118	6.9	5.9	241.0	-0.052	-1.245	9.778	0.086540386	55.0804252625	0.0865403860807	1712.5	24.3137264252	18.823530197143555	88.0	Straight Road
149	Mon Nov 07 16:43:56 GMT+08:00 2016	07-Nov-2016 16:43:54.899	103.324858333	2.03242833333	15.606378	7.0	6.0	237.06	0.767	-0.42	10.111	0.053530514	56.1829566956	0.0535305142403	1842.75	23.137254715	20.784313201904297	88.0	Straight Road
150	Mon Nov 07 16:43:57 GMT+08:00 2016	07-Nov-2016 16:43:55.899	103.32474	2.03229	15.633658	7.1	6.0	237.64	0.933	-1.271	10.106	0.061635315	56.2811698914	0.0616353154182	1814.75	38.4313735962	19.215686798095703	88.0	Straight Road
151	Mon Nov 07 16:43:58 GMT+08:00 2016	07-Nov-2016 16:43:56.899	103.324495	2.032165	16.95392	7.0	5.9	241.1	0.972	0.005	9.961	0.039215386	61.0341110229	0.0392153859138	2235.75	95.2941207886	38.039215087890625	87.0	Straight Road
152	Mon Nov 07 16:43:59 GMT+08:00 2016	07-Nov-2016 16:43:57.899	103.324341667	2.032045	17.39092	7.2	5.7	242.3	0.516	-1.008	9.926	0.03738779	62.6073112488	0.0373877882957	2192.75	54.509803772	19.215686798095703	87.0	Straight Road
153	Mon Nov 07 16:44:00 GMT+08:00 2016	07-Nov-2016 16:43:58.899	103.324178333	2.031935	17.848507	7.3	5.5	244.2	0.038	-1.137	9.884	0.03319508	64.2546234131	0.033195078373	1831.25	25.490196228	20.39215660095215	87.0	Straight Road
154	Mon Nov 07 16:44:01 GMT+08:00 2016	07-Nov-2016 16:43:59.899	103.32399	2.03184666667	18.580957	7.2	5.3	247.15	0.235	-0.672	10.388	0.08040315	66.8914413452	0.080403149128	2027.25	70.5882339478	26.27450942993164	87.0	Straight Road
155	Mon Nov 07 16:44:02 GMT+08:00 2016	07-Nov-2016 16:44:00.899	103.323818333	2.03177	18.898026	7.2	5.0	247.92	0.08	-0.529	9.75	-0.007334224	68.0328903198	-0.00733422394842	1877.25	63.5294113159	19.215686798095703	87.0	Straight Road
156	Mon Nov 07 16:44:03 GMT+08:00 2016	07-Nov-2016 16:44:01.899	103.323568333	2.03170333333	19.366938	7.1	4.9	249.41	0.05	-1.089	10.428	0.087789714	69.7209701538	0.0877897143364	1632.0	24.7058830261	19.215686798095703	87.0	Straight Road
157	Mon Nov 07 16:44:04 GMT+08:00 2016	07-Nov-2016 16:44:02.898	103.323408333	2.03163	19.44878	7.3	4.8	249.61	0.389	-2.25	9.622	0.02707547	70.0156097412	0.0270754694939	1511.5	23.9215698242	18.823530197143555	87.0	Straight Road
158	Mon Nov 07 16:44:05 GMT+08:00 2016	07-Nov-2016 16:44:03.899	103.323243333	2.031555	19.42253	7.2	4.6	249.36	0.351	-2.39	9.833	0.051148117	69.9211044312	0.0511481165886	1614.75	23.137254715	18.823530197143555	87.0	Straight Road
159	Mon Nov 07 16:44:06 GMT+08:00 2016	07-Nov-2016 16:44:04.901	103.322946667	2.031455	19.611946	7.0	4.3	249.04	0.472	-2.781	10.034	0.08148223	70.6030044556	0.081482231617	1466.25	23.9215698242	18.431373596191406	87.0	Straight Road
160	Mon Nov 07 16:44:07 GMT+08:00 2016	07-Nov-2016 16:44:05.898	103.322666667	2.03136166667	20.078285	6.8	4.1	248.98	0.478	-3.221	10.218	0.11220199	72.2818222046	0.112201988697	1282.0	25.0980396271	18.823530197143555	87.0	Straight Road
161	Mon Nov 07 16:44:08 GMT+08:00 2016	07-Nov-2016 16:44:06.899	103.322408333	2.03127666667	20.50293	6.7	3.8	249.29	0.329	-3.225	9.63	0.04922686	73.810546875	0.0492268614471	1204.5	27.8431377411	18.823530197143555	87.0	Straight Road
162	Mon Nov 07 16:44:09 GMT+08:00 2016	07-Nov-2016 16:44:07.899	103.32217	2.03119833333	20.851397	6.6	3.6	249.66	0.068	-2.07	10.545	0.11446041	75.0650253296	0.114460408688	1002.25	32.1568641663	18.823530197143555	87.0	Straight Road
163	Mon Nov 07 16:44:10 GMT+08:00 2016	07-Nov-2016 16:44:08.899	103.321973333	2.03113166667	20.879707	6.6	3.4	250.14	-2.045	-2.643	10.139	0.10722858	75.1669464111	0.107228577137	898.25	40.0	19.60784339904785	87.0	Corner
