	GPS Time	 Device Time	 Longitude	 Latitude	GPS Speed (Meters/second)	 Horizontal Dilution of Precision	 Altitude	 Bearing	 G(x)	 G(y)	 G(z)	 G(calibrated)	Engine RPM(rpm)	Engine Load(%)	Speed (GPS)(km/h)	Throttle Position(Manifold)(%)	Engine Coolant Temperature(°C)	Acceleration Sensor(Total)(g)	Road Structure
25	Tue Nov 01 17:46:20 GMT+08:00 2016	01-Nov-2016 17:46:19.732	103.32553949	2.02770004	3.25	10.0	49.0	59.6	-0.11133038	2.4073699	9.340978	0.0023688078	2318.75	49.0196075439	11.6999998093	23.137254715	96.0	0.00236880779266	Straight Road
26	Tue Nov 01 17:46:21 GMT+08:00 2016	01-Nov-2016 17:46:20.732	103.32557628	2.02771917	3.5	10.0	48.0	59.3	-0.06584055	2.2822728	8.913014	-0.043098807	1885.25	60.7843132019	12.5999994278	25.882352829	96.0	-0.0430988073349	Straight Road
27	Tue Nov 01 17:46:22 GMT+08:00 2016	01-Nov-2016 17:46:21.732	103.32562929	2.02777309	6.75	10.0	46.0	46.8	-0.43634325	2.2469583	8.457518	-0.08785206	1973.75	60.3921585083	24.2999992371	26.2745094299	96.0	-0.0878520607948	Straight Road
28	Tue Nov 01 17:46:23 GMT+08:00 2016	01-Nov-2016 17:46:22.732	103.32569608	2.02789627	8.25	11.0	43.0	33.1	0.16819267	2.0518308	9.311649	-0.008878291	2211.25	61.5686302185	29.6999988556	27.0588245392	96.0	-0.00887829065323	Straight Road
29	Tue Nov 01 17:46:24 GMT+08:00 2016	01-Nov-2016 17:46:23.732	103.32572153	2.0279786	9.0	11.0	44.0	27.6	-0.51116204	2.2212207	8.884284	-0.046035588	2377.5	63.5294113159	32.3999977112	27.4509811401	96.0	-0.0460355877876	Straight Road
30	Tue Nov 01 17:46:25 GMT+08:00 2016	01-Nov-2016 17:46:24.732	103.32580593	2.02806313	11.5	11.0	45.0	32.8	0.11851298	1.5969325	9.211093	-0.027967453	2701.0	62.745098114	41.3999977112	27.4509811401	96.0	-0.0279674530029	Straight Road
31	Tue Nov 01 17:46:26 GMT+08:00 2016	01-Nov-2016 17:46:25.732	103.32588565	2.028177	13.25	10.0	47.0	29.0	0.5835867	1.6472107	9.859921	0.03975302	2840.75	60.7843132019	47.6999969482	27.0588245392	96.0	0.0397530198097	Straight Road
32	Tue Nov 01 17:46:27 GMT+08:00 2016	01-Nov-2016 17:46:26.732	103.32596334	2.02829102	14.5	10.0	50.0	29.2	-0.20590134	1.3617022	9.494206	-0.0030622482	2005.25	45.490196228	52.1999969482	19.2156867981	96.0	-0.00306224822998	Straight Road
33	Tue Nov 01 17:46:28 GMT+08:00 2016	01-Nov-2016 17:46:27.731	103.32604716	2.02841201	15.0	10.0	51.0	28.6	-0.004189853	1.4999673	9.742006	0.023771107	2065.0	56.8627471924	54.0	24.7058830261	96.0	0.0237711071968	Straight Road
34	Tue Nov 01 17:46:29 GMT+08:00 2016	01-Nov-2016 17:46:28.732	103.32610466	2.02854508	15.5	10.0	52.0	28.1	0.56563014	2.0171149	9.621099	0.022724211	1838.75	62.745098114	55.7999992371	25.0980396271	96.0	0.022724211216	Straight Road
35	Tue Nov 01 17:46:30 GMT+08:00 2016	01-Nov-2016 17:46:29.732	103.32618906	2.02867926	15.5	10.0	52.0	27.3	-0.40821138	1.2575544	9.152434	-0.038345695	1946.0	61.5686302185	55.7999992371	25.490196228	96.0	-0.0383456945419	Straight Road
36	Tue Nov 01 17:46:31 GMT+08:00 2016	01-Nov-2016 17:46:30.731	103.326251	2.02879445	15.5	11.0	55.0	27.6	-0.8738836	0.65900403	9.452907	-0.010963321	1940.75	61.5686302185	55.7999992371	25.882352829	96.0	-0.0109633207321	Straight Road
37	Tue Nov 01 17:46:32 GMT+08:00 2016	01-Nov-2016 17:46:31.732	103.32632553	2.02892942	16.25	11.0	56.0	26.3	0.14963761	1.6651673	10.007763	0.053296864	1966.75	60.3921585083	58.5	25.882352829	96.0	0.0532968640327	Straight Road
38	Tue Nov 01 17:46:33 GMT+08:00 2016	01-Nov-2016 17:46:32.733	103.32641236	2.0290381	16.5	11.0	56.0	25.2	0.38965634	2.1003134	9.444528	0.006063223	1965.0	60.7843132019	59.3999977112	26.2745094299	96.0	0.00606322288513	Straight Road
39	Tue Nov 01 17:46:34 GMT+08:00 2016	01-Nov-2016 17:46:33.732	103.32648604	2.02918348	16.75	11.0	54.0	25.4	0.5931635	1.5011644	10.800842	0.13222975	1933.25	60.7843132019	60.2999992371	25.882352829	96.0	0.132229745388	Straight Road
40	Tue Nov 01 17:46:35 GMT+08:00 2016	01-Nov-2016 17:46:34.732	103.32655477	2.02932426	17.0	12.0	55.0	25.8	-0.109534726	0.16639702	8.936956	-0.069769025	1502.5	7.84313726425	61.1999969482	15.6862745285	96.0	-0.0697690248489	Straight Road
41	Tue Nov 01 17:46:36 GMT+08:00 2016	01-Nov-2016 17:46:35.732	103.32659916	2.02947071	16.75	12.0	55.0	23.5	0.17537527	-0.6793547	9.615712	0.0018007755	1349.25	8.23529434204	60.2999992371	9.80392169952	96.0	0.00180077552795	Straight Road
42	Tue Nov 01 17:46:37 GMT+08:00 2016	01-Nov-2016 17:46:36.732	103.32664712	2.02962421	16.25	11.0	55.0	20.9	0.107140526	-0.8170213	9.324219	-0.02681464	1235.25	8.62745094299	58.5	9.80392169952	95.0	-0.0268146395683	Straight Road
43	Tue Nov 01 17:46:38 GMT+08:00 2016	01-Nov-2016 17:46:37.732	103.32669184	2.02974497	15.25	11.0	58.0	20.0	0.33279404	-0.43035775	9.574412	-0.003440857	1146.25	13.3333339691	54.8999977112	9.80392169952	95.0	-0.00344085693359	Straight Road
44	Tue Nov 01 17:46:39 GMT+08:00 2016	01-Nov-2016 17:46:38.732	103.32672458	2.02987077	15.0	12.0	57.0	18.3	0.2765303	0.7386112	9.894637	0.030826628	971.0	19.2156867981	54.0	9.80392169952	95.0	0.0308266282082	Straight Road
45	Tue Nov 01 17:46:40 GMT+08:00 2016	01-Nov-2016 17:46:39.731	103.32674776	2.0300119	15.0	12.0	57.0	15.2	0.18076223	0.21068975	10.428544	0.08242887	980.25	16.862745285	54.0	9.80392169952	95.0	0.0824288725853	Straight Road
46	Tue Nov 01 17:46:41 GMT+08:00 2016	01-Nov-2016 17:46:40.732	103.32680117	2.03013909	15.0	13.0	58.0	18.1	0.027533319	0.39504328	10.313024	0.0710513	920.5	16.862745285	54.0	9.80392169952	95.0	0.071051299572	Straight Road
47	Tue Nov 01 17:46:42 GMT+08:00 2016	01-Nov-2016 17:46:41.732	103.32681184	2.03017628	11.75	12.0	56.0	17.5	0.05267244	0.65062433	9.570223	-0.0031755567	916.0	16.862745285	42.2999992371	9.80392169952	95.0	-0.0031755566597	Straight Road
48	Tue Nov 01 17:46:43 GMT+08:00 2016	01-Nov-2016 17:46:42.733	103.32688752	2.03030157	11.5	11.0	55.0	20.0	-0.10354923	0.9127894	9.78989	0.021333992	909.75	16.862745285	41.3999977112	9.80392169952	95.0	0.0213339924812	Straight Road
49	Tue Nov 01 17:46:44 GMT+08:00 2016	01-Nov-2016 17:46:43.733	103.32691182	2.03043722	12.0	12.0	52.0	17.9	-0.17238252	1.3515269	9.7084875	0.018350124	1508.5	50.9803924561	43.1999969482	19.2156867981	95.0	0.0183501243591	Straight Road
50	Tue Nov 01 17:46:45 GMT+08:00 2016	01-Nov-2016 17:46:44.731	103.3269381	2.03052295	11.5	12.0	51.0	17.8	-0.1316811	1.8189948	9.598354	0.014930785	1759.0	60.7843132019	41.3999977112	25.490196228	95.0	0.0149307847023	Straight Road
51	Tue Nov 01 17:46:46 GMT+08:00 2016	01-Nov-2016 17:46:45.731	103.3269635	2.03063691	11.75	12.0	50.0	16.5	-0.46926352	1.6352397	9.910798	0.04405111	1881.0	62.3529434204	42.2999992371	25.882352829	95.0	0.0440511107445	Straight Road
52	Tue Nov 01 17:46:47 GMT+08:00 2016	01-Nov-2016 17:46:46.733	103.32699779	2.03070189	11.25	12.0	51.0	18.8	-0.44472298	1.4161704	9.671378	0.016413212	1779.25	29.4117660522	40.5	10.9803924561	95.0	0.0164132118225	Straight Road
53	Tue Nov 01 17:46:48 GMT+08:00 2016	01-Nov-2016 17:46:47.732	103.32703462	2.03079301	11.0	12.0	52.0	20.2	-0.073023155	0.54168814	9.568427	-0.0040351152	1371.25	12.5490198135	39.5999984741	9.80392169952	95.0	-0.004035115242	Straight Road
54	Tue Nov 01 17:46:49 GMT+08:00 2016	01-Nov-2016 17:46:48.732	103.32704253	2.03088267	10.75	12.0	53.0	16.7	-0.24061728	0.2633622	9.263765	-0.035981596	1314.25	13.7254905701	38.7000007629	9.80392169952	95.0	-0.0359815955162	Straight Road
55	Tue Nov 01 17:46:50 GMT+08:00 2016	01-Nov-2016 17:46:49.732	103.32705993	2.0309796	11.0	12.0	52.0	14.5	-0.30047232	0.12330139	9.332599	-0.029088914	954.25	18.0392150879	39.5999984741	9.80392169952	95.0	-0.0290889143944	Straight Road
56	Tue Nov 01 17:46:51 GMT+08:00 2016	01-Nov-2016 17:46:50.732	103.32709779	2.03108159	11.25	12.0	53.0	16.0	0.30526072	0.21906945	9.911995	0.030122697	918.25	17.6470584869	40.5	9.80392169952	95.0	0.0301226973534	Straight Road
57	Tue Nov 01 17:46:52 GMT+08:00 2016	01-Nov-2016 17:46:51.732	103.32714	2.03117164	10.75	11.0	53.0	14.5	-0.33758244	0.46088383	10.376471	0.07834607	875.5	18.4313735962	38.7000007629	9.80392169952	95.0	0.0783460736275	Straight Road
58	Tue Nov 01 17:46:53 GMT+08:00 2016	01-Nov-2016 17:46:52.732	103.32717486	2.03128416	10.25	11.0	55.0	14.3	0.004189853	0.43873745	9.635465	0.0022261739	858.5	18.0392150879	36.8999977112	9.80392169952	95.0	0.00222617387772	Straight Road
59	Tue Nov 01 17:46:54 GMT+08:00 2016	01-Nov-2016 17:46:53.733	103.32719851	2.03134998	10.0	11.0	52.0	13.7	-0.08200141	-0.19991584	10.294469	0.06861633	861.5	18.4313735962	36.0	9.80392169952	95.0	0.0686163306236	Straight Road
60	Tue Nov 01 17:46:55 GMT+08:00 2016	01-Nov-2016 17:46:54.732	103.3272141	2.03145806	10.0	10.0	52.0	11.5	-0.06823475	-0.002992752	10.129269	0.051568687	838.75	18.8235301971	36.0	9.80392169952	95.0	0.0515686869621	Straight Road
61	Tue Nov 01 17:46:56 GMT+08:00 2016	01-Nov-2016 17:46:55.732	103.32721872	2.03152412	9.0	10.0	51.0	11.4	-0.30585927	0.4237737	9.381081	-0.02323991	784.75	19.2156867981	32.3999977112	9.80392169952	95.0	-0.0232399106026	Straight Road
62	Tue Nov 01 17:46:57 GMT+08:00 2016	01-Nov-2016 17:46:56.732	103.32723342	2.03160854	8.75	11.0	51.0	10.5	-0.23702596	0.4866215	9.860519	0.025662959	776.0	19.607843399	31.5	9.80392169952	95.0	0.025662958622	Straight Road
63	Tue Nov 01 17:46:58 GMT+08:00 2016	01-Nov-2016 17:46:57.732	103.32726081	2.03168842	8.5	11.0	49.0	12.0	-0.4973954	0.0676362	9.935937	0.033129275	789.75	19.607843399	30.5999984741	9.80392169952	95.0	0.0331292748451	Straight Road
64	Tue Nov 01 17:46:59 GMT+08:00 2016	01-Nov-2016 17:46:58.732	103.32728298	2.03175852	8.5	11.0	49.0	12.6	0.093972415	0.6206968	9.777321	0.017720997	770.0	20.392156601	30.5999984741	9.80392169952	95.0	0.0177209973335	Straight Road
65	Tue Nov 01 17:47:00 GMT+08:00 2016	01-Nov-2016 17:46:59.732	103.32729104	2.03180512	8.25	11.0	47.0	13.2	-0.011372458	0.19033903	8.983045	-0.065090954	768.0	19.607843399	29.6999988556	9.80392169952	95.0	-0.0650909543037	Straight Road
66	Tue Nov 01 17:47:01 GMT+08:00 2016	01-Nov-2016 17:47:00.732	103.32730655	2.03188366	8.5	13.0	45.0	13.0	-0.1316811	-0.32920274	9.4217825	-0.019893885	764.25	19.607843399	30.5999984741	9.80392169952	95.0	-0.0198938846588	Straight Road
67	Tue Nov 01 17:47:02 GMT+08:00 2016	01-Nov-2016 17:47:01.733	103.32731764	2.03197352	9.25	14.0	46.0	12.5	-0.11432313	-0.9391256	9.7240505	0.014918745	723.0	21.9607849121	33.2999992371	9.80392169952	95.0	0.0149187445641	Straight Road
68	Tue Nov 01 17:47:03 GMT+08:00 2016	01-Nov-2016 17:47:02.735	103.32734961	2.03202555	8.25	14.0	46.0	15.1	-0.30406362	-1.09834	9.631873	0.0076912045	665.0	23.5294113159	29.6999988556	9.80392169952	95.0	0.00769120454788	Straight Road
69	Tue Nov 01 17:47:04 GMT+08:00 2016	01-Nov-2016 17:47:03.734	103.32738958	2.03207767	7.25	14.0	46.0	17.7	-0.13347675	-0.75716627	9.741408	0.015095949	765.5	16.862745285	26.0999984741	9.80392169952	95.0	0.015095949173	Straight Road
70	Tue Nov 01 17:47:05 GMT+08:00 2016	01-Nov-2016 17:47:04.732	103.32736929	2.03214247	5.75	13.0	46.0	5.1	-0.19991584	-0.0724246	9.578004	-0.004408419	855.0	13.3333339691	20.6999988556	9.80392169952	95.0	-0.00440841913223	Straight Road
71	Tue Nov 01 17:47:06 GMT+08:00 2016	01-Nov-2016 17:47:05.734	103.32735315	2.03221657	5.5	13.0	48.0	358.4	-0.108936176	0.51475334	9.620501	0.0011485219	785.0	13.3333339691	19.7999992371	9.80392169952	95.0	0.00114852190018	Straight Road
72	Tue Nov 01 17:47:07 GMT+08:00 2016	01-Nov-2016 17:47:06.743	103.32732725	2.03227688	5.75	13.0	48.0	352.4	-0.25917232	0.56682724	9.712079	0.022448242	731.75	14.509803772	20.6999988556	9.80392169952	95.0	0.0224482417107	Straight Road
73	Tue Nov 01 17:47:08 GMT+08:00 2016	01-Nov-2016 17:47:07.739	103.32738263	2.0322764	4.0	13.0	48.0	14.1	-0.36032736	0.587178	9.804854	0.020939529	749.5	14.117647171	14.3999996185	9.80392169952	95.0	0.0209395289421	Straight Road
74	Tue Nov 01 17:47:09 GMT+08:00 2016	01-Nov-2016 17:47:08.742	103.32739388	2.03230067	3.25	11.0	48.0	13.9	-0.31004912	-0.08798691	9.650429	0.0032821894	761.0	14.117647171	11.6999998093	9.80392169952	95.0	0.0032821893692	Straight Road
75	Tue Nov 01 17:47:10 GMT+08:00 2016	01-Nov-2016 17:47:09.737	103.32740699	2.03232975	3.75	11.0	48.0	15.5	-0.32022446	0.6051345	10.012551	0.042030632	757.0	14.117647171	13.5	9.80392169952	95.0	0.0420306324959	Straight Road
76	Tue Nov 01 17:47:11 GMT+08:00 2016	01-Nov-2016 17:47:10.731	103.32744004	2.03234734	3.5	12.0	49.0	18.4	-0.521936	0.15801731	9.713276	0.010699451	765.0	14.509803772	12.5999994278	9.80392169952	95.0	0.0106994509697	Straight Road
77	Tue Nov 01 17:47:12 GMT+08:00 2016	01-Nov-2016 17:47:11.733	103.32744521	2.03238711	4.25	12.0	49.0	18.6	-0.36391866	-0.0017956513	9.768343	0.015444338	772.75	14.9019613266	15.2999992371	9.80392169952	95.0	0.0154443383217	Straight Road
78	Tue Nov 01 17:47:13 GMT+08:00 2016	01-Nov-2016 17:47:12.732	103.32743713	2.03243244	4.25	12.0	50.0	11.3	-0.34237084	-0.43754035	9.888053	0.028546154	789.75	14.509803772	15.2999992371	9.80392169952	95.0	0.0285461544991	Straight Road
79	Tue Nov 01 17:47:14 GMT+08:00 2016	01-Nov-2016 17:47:13.732	103.32741205	2.03249878	5.0	11.0	49.0	5.5	-0.15382746	-0.40940848	9.379884	0.018278506	838.75	14.9019613266	18.0	9.80392169952	95.0	0.0182785056531	Straight Road
80	Tue Nov 01 17:47:15 GMT+08:00 2016	01-Nov-2016 17:47:14.732	103.32740043	2.03254037	4.5	11.0	49.0	0.4	-0.16280572	-0.3441665	9.297284	-0.032470345	752.0	21.5686283112	16.1999988556	9.80392169952	95.0	-0.0324703454971	Straight Road
81	Tue Nov 01 17:47:16 GMT+08:00 2016	01-Nov-2016 17:47:15.732	103.32739868	2.03256394	4.25	11.0	48.0	359.6	0.19153613	-0.51116204	9.624691	0.0016868114	779.25	19.2156867981	15.2999992371	9.80392169952	95.0	0.00168681144714	Straight Road
82	Tue Nov 01 17:47:17 GMT+08:00 2016	01-Nov-2016 17:47:16.732	103.32739154	2.03260713	4.25	11.0	45.0	0.0	0.24540567	-0.7428011	9.961675	0.037587464	781.75	20.0	15.2999992371	9.80392169952	95.0	0.0375874638557	Straight Road
83	Tue Nov 01 17:47:18 GMT+08:00 2016	01-Nov-2016 17:47:17.733	103.32741081	2.03263792	4.0	12.0	45.0	4.4	0.40581718	-0.6410475	9.69532	0.010331333	775.0	20.392156601	14.3999996185	9.80392169952	95.0	0.0103313326836	Straight Road
84	Tue Nov 01 17:47:19 GMT+08:00 2016	01-Nov-2016 17:47:18.732	103.32740256	2.03266079	3.0	12.0	46.0	357.1	0.5243302	-0.28491	9.894637	0.029460251	766.0	20.7843132019	10.7999992371	9.80392169952	95.0	0.0294602513313	Straight Road
85	Tue Nov 01 17:47:20 GMT+08:00 2016	01-Nov-2016 17:47:19.732	103.32738656	2.03267759	2.5	12.0	47.0	351.9	-0.004189853	0.11971009	9.624092	0.00012505054	772.5	20.7843132019	9.0	9.80392169952	95.0	0.000125050544739	Straight Road
86	Tue Nov 01 17:47:21 GMT+08:00 2016	01-Nov-2016 17:47:20.736	103.32738007	2.03271011	3.0	12.0	46.0	355.1	-0.3250129	-0.075417355	9.785102	0.017041624	783.75	20.392156601	10.7999992371	9.80392169952	95.0	0.0170416235924	Roundabout
87	Tue Nov 01 17:47:22 GMT+08:00 2016	01-Nov-2016 17:47:21.732	103.3273893	2.0327368	2.75	13.0	48.0	358.5	-0.25917232	0.41000703	9.760562	0.015188217	784.75	20.392156601	9.89999961853	9.80392169952	95.0	0.0151882171631	Roundabout
88	Tue Nov 01 17:47:23 GMT+08:00 2016	01-Nov-2016 17:47:22.732	103.32738645	2.03276552	2.75	13.0	47.0	1.0	-0.5518635	-0.040102877	9.78989	0.018542707	791.75	19.607843399	9.89999961853	9.80392169952	95.0	0.0185427069664	Roundabout
89	Tue Nov 01 17:47:24 GMT+08:00 2016	01-Nov-2016 17:47:23.735	103.32739056	2.03279416	3.0	14.0	46.0	5.2	-0.985214	0.7290344	9.390059	-0.01568842	795.5	19.2156867981	10.7999992371	9.80392169952	95.0	-0.015688419342	Roundabout
90	Tue Nov 01 17:47:25 GMT+08:00 2016	01-Nov-2016 17:47:24.732	103.32738612	2.03282411	3.25	14.0	46.0	358.3	-0.9911995	0.8583213	10.086173	0.05580336	1267.75	27.4509811401	11.6999998093	14.117647171	95.0	0.0558033585548	Roundabout
91	Tue Nov 01 17:47:26 GMT+08:00 2016	01-Nov-2016 17:47:25.735	103.32737949	2.03285983	3.5	16.0	46.0	353.5	-1.632247	2.0320787	9.408015	0.014147103	2175.75	47.0588226318	12.5999994278	20.7843132019	95.0	0.0141471028328	Roundabout
92	Tue Nov 01 17:47:27 GMT+08:00 2016	01-Nov-2016 17:47:26.735	103.32734661	2.03290011	4.0	14.0	45.0	338.8	-1.1180922	2.2014685	9.704298	0.039743125	1871.0	62.3529434204	14.3999996185	24.7058830261	95.0	0.0397431254387	Roundabout
93	Tue Nov 01 17:47:28 GMT+08:00 2016	01-Nov-2016 17:47:27.742	103.32720558	2.03290119	5.75	13.0	44.0	302.5	-0.63206923	1.6843209	9.7402115	0.02867955	1793.75	15.2941179276	20.6999988556	24.7058830261	95.0	0.0113613605499	Roundabout
94	Tue Nov 01 17:47:29 GMT+08:00 2016	01-Nov-2016 17:47:28.733	103.32715618	2.032955	6.25	13.0	43.0	304.8	-0.17836803	2.3122003	9.255385	-0.008369982	1724.0	67.4509811401	22.5	28.627450943	95.0	-0.00836998224258	Roundabout
95	Tue Nov 01 17:47:30 GMT+08:00 2016	01-Nov-2016 17:47:29.734	103.32705855	2.03300436	8.5	12.0	44.0	293.2	-0.90021986	2.1721394	9.217078	-0.011350572	1962.25	65.8823547363	30.5999984741	29.4117660522	95.0	-0.0113505721092	Roundabout
96	Tue Nov 01 17:47:31 GMT+08:00 2016	01-Nov-2016 17:47:30.746	103.32696235	2.03305012	9.75	12.0	43.0	290.1	-1.2210429	2.767697	9.018359	-0.011357129	1971.25	65.8823547363	35.0999984741	29.4117660522	95.0	-0.0113571286201	Roundabout
97	Tue Nov 01 17:47:32 GMT+08:00 2016	01-Nov-2016 17:47:31.732	103.32686112	2.03310079	11.0	11.0	42.0	285.4	-1.780089	2.1428106	9.922769	0.0696004	1966.75	65.8823547363	39.5999984741	29.8039226532	95.0	0.0696004033089	Roundabout
98	Tue Nov 01 17:47:33 GMT+08:00 2016	01-Nov-2016 17:47:32.733	103.32675459	2.03310683	11.75	11.0	43.0	282.8	-1.4041992	2.1015105	9.083003	-0.019929707	1989.5	65.490196228	42.2999992371	30.1960792542	95.0	-0.0199297070503	Straight Road
99	Tue Nov 01 17:47:34 GMT+08:00 2016	01-Nov-2016 17:47:33.733	103.32663484	2.03313499	12.5	11.0	43.0	278.4	-1.283292	1.6962919	9.153033	-0.02310723	2033.0	65.490196228	45.0	30.1960792542	95.0	-0.0231072306633	Straight Road
100	Tue Nov 01 17:47:35 GMT+08:00 2016	01-Nov-2016 17:47:34.732	103.32650134	2.03313649	14.25	10.0	43.0	269.1	-1.311424	0.6877344	9.015367	-0.049687862	1853.0	66.2745132446	51.2999992371	30.1960792542	95.0	-0.0496878623962	Straight Road
101	Tue Nov 01 17:47:36 GMT+08:00 2016	01-Nov-2016 17:47:35.733	103.32637268	2.03311439	15.0	10.0	43.0	264.7	-0.75237787	0.11192893	9.18715	-0.041286886	1458.75	15.2941179276	54.0	9.80392169952	95.0	-0.0412868857384	Straight Road
102	Tue Nov 01 17:47:37 GMT+08:00 2016	01-Nov-2016 17:47:36.734	103.32623228	2.03309515	15.0	10.0	43.0	263.2	-0.4285621	0.31603462	9.878476	0.027442038	1194.75	11.764705658	54.0	9.80392169952	95.0	0.0274420380592	Straight Road
103	Tue Nov 01 17:47:38 GMT+08:00 2016	01-Nov-2016 17:47:37.737	103.32610981	2.03306819	14.25	10.0	43.0	258.8	-0.83258367	1.3060371	9.739613	0.024300396	1249.5	9.01960754395	51.2999992371	9.80392169952	95.0	0.0243003964424	Straight Road
104	Tue Nov 01 17:47:39 GMT+08:00 2016	01-Nov-2016 17:47:38.733	103.3259857	2.03303631	13.75	10.0	44.0	255.2	-0.7493851	2.0847511	9.534908	0.016847432	1961.5	62.745098114	49.5	26.6666679382	95.0	0.0168474316597	Straight Road
105	Tue Nov 01 17:47:40 GMT+08:00 2016	01-Nov-2016 17:47:39.732	103.32586349	2.03298685	14.25	10.0	45.0	253.6	-1.3533225	1.8118122	9.776723	0.041921675	1998.0	62.745098114	51.2999992371	28.235294342	95.0	0.0419216752052	Straight Road
106	Tue Nov 01 17:47:41 GMT+08:00 2016	01-Nov-2016 17:47:40.732	103.32575247	2.032939	14.5	10.0	43.0	249.4	-1.192911	3.0603883	10.140641	0.10557932	2029.0	64.3137283325	52.1999969482	29.0196075439	95.0	0.105579316616	Straight Road
107	Tue Nov 01 17:47:42 GMT+08:00 2016	01-Nov-2016 17:47:41.735	103.32562785	2.03288075	15.5	10.0	42.0	243.4	-0.38965634	2.331354	9.408015	0.007827878	2041.5	65.0980377197	55.7999992371	29.8039226532	95.0	0.00782787799835	Straight Road
108	Tue Nov 01 17:47:43 GMT+08:00 2016	01-Nov-2016 17:47:42.732	103.3255093	2.03281101	15.5	11.0	41.0	241.7	-0.02932897	1.3628993	9.248801	-0.028020859	2040.5	65.0980377197	55.7999992371	29.8039226532	95.0	-0.0280208587646	Straight Road
109	Tue Nov 01 17:47:44 GMT+08:00 2016	01-Nov-2016 17:47:43.734	103.32539994	2.03275674	14.75	11.0	42.0	240.5	-0.25857377	1.7250223	9.41041	-0.005393088	2054.75	65.8823547363	53.0999984741	29.8039226532	95.0	-0.00539308786392	Straight Road
110	Tue Nov 01 17:47:45 GMT+08:00 2016	01-Nov-2016 17:47:44.732	103.32527116	2.03266186	15.75	12.0	41.0	237.5	1.2000936	1.5508442	9.888053	0.046586215	2041.5	65.490196228	56.6999969482	29.8039226532	95.0	0.0465862154961	Straight Road
111	Tue Nov 01 17:47:46 GMT+08:00 2016	01-Nov-2016 17:47:45.732	103.32513846	2.03253334	17.25	12.0	42.0	234.0	-0.024540568	2.0242975	9.01417	-0.039236188	2055.75	65.490196228	62.0999984741	29.8039226532	96.0	-0.0392361879349	Straight Road
112	Tue Nov 01 17:47:47 GMT+08:00 2016	01-Nov-2016 17:47:46.734	103.32501316	2.03244217	17.5	12.0	44.0	233.5	0.15562311	-0.09935937	10.029311	0.04152912	1724.0	11.764705658	63.0	16.862745285	96.0	0.0415291190147	Straight Road
113	Tue Nov 01 17:47:48 GMT+08:00 2016	01-Nov-2016 17:47:47.734	103.32489234	2.0323684	17.75	12.0	44.0	235.9	0.6835446	0.3633201	9.663596	0.007231474	1648.25	9.01960754395	63.8999977112	9.80392169952	96.0	0.00723147392273	Straight Road
114	Tue Nov 01 17:47:49 GMT+08:00 2016	01-Nov-2016 17:47:48.735	103.32476044	2.03228898	17.5	13.0	46.0	236.9	1.9973627	1.6262615	10.028712	0.074472964	1808.0	13.7254905701	63.0	14.9019613266	96.0	0.07447296381	Straight Road
115	Tue Nov 01 17:47:50 GMT+08:00 2016	01-Nov-2016 17:47:49.736	103.32459219	2.03219234	18.75	12.0	46.0	240.4	0.06943185	0.31364042	7.7733746	-0.18793082	1708.75	10.1960783005	67.5	9.80392169952	96.0	-0.187930822372	Straight Road
116	Tue Nov 01 17:47:51 GMT+08:00 2016	01-Nov-2016 17:47:50.740	103.32443701	2.03211785	18.75	11.0	45.0	243.9	0.6757634	0.59136784	9.657611	0.007712364	1652.25	10.5882358551	67.5	9.80392169952	96.0	0.00771236419678	Straight Road
117	Tue Nov 01 17:47:52 GMT+08:00 2016	01-Nov-2016 17:47:51.733	103.32428052	2.0320501	18.75	11.0	44.0	247.8	0.0724246	0.80924016	8.649054	-0.095461726	1598.25	11.372549057	67.5	9.80392169952	96.0	-0.0954617261887	Straight Road
118	Tue Nov 01 17:47:53 GMT+08:00 2016	01-Nov-2016 17:47:52.732	103.32413356	2.03198704	18.0	11.0	43.0	249.0	-0.4866215	0.45729253	10.111312	0.05196005	1574.0	11.372549057	64.7999954224	9.80392169952	96.0	0.0519600510597	Straight Road
119	Tue Nov 01 17:47:54 GMT+08:00 2016	01-Nov-2016 17:47:53.733	103.32397891	2.03194112	17.75	10.0	44.0	250.8	-0.338181	0.80804306	9.895236	0.03163308	1521.25	11.372549057	63.8999977112	9.80392169952	96.0	0.031633079052	Straight Road
120	Tue Nov 01 17:47:55 GMT+08:00 2016	01-Nov-2016 17:47:54.731	103.3238336	2.03188723	17.5	10.0	44.0	250.0	0.25977087	0.42078096	10.931327	-0.014902413	1476.0	11.764705658	63.0	9.80392169952	96.0	-0.0149024128914	Straight Road
121	Tue Nov 01 17:47:56 GMT+08:00 2016	01-Nov-2016 17:47:55.733	103.32368856	2.03183888	17.0	10.0	43.0	249.3	-0.3657143	0.050876785	10.332776	0.07296234	1399.5	11.764705658	61.1999969482	9.80392169952	96.0	0.0729623436928	Straight Road
122	Tue Nov 01 17:47:57 GMT+08:00 2016	01-Nov-2016 17:47:56.746	103.32353937	2.03178133	16.5	10.0	44.0	248.5	-0.29867667	0.35673606	9.569624	-0.0043509603	1340.25	12.9411764145	59.3999977112	9.80392169952	96.0	-0.00435096025467	Straight Road
