GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Engine Load(%)
Tue Nov 01 17:09:24 GMT+08:00 2016,01-Nov-2016 17:09:22.664,103.32548833333334,2.0275766666666666,0.0,1.1,58.6,301.15,-0.353,-0.213,9.836,0.022530735,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625,-,95.0,0.0,0.022530734539031982,812.25,18.039215087890625
Tue Nov 01 17:09:25 GMT+08:00 2016,01-Nov-2016 17:09:23.661,103.32548833333334,2.0275766666666666,0.0,1.5,58.6,301.15,-0.358,-0.198,9.874,0.026387393,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785,-,95.0,0.0,0.026387393474578857,812.25,19.60784339904785
Tue Nov 01 17:09:26 GMT+08:00 2016,01-Nov-2016 17:09:24.662,103.32548833333334,2.0275766666666666,0.0,1.7,58.6,301.15,-0.337,-0.226,9.873,0.026271641,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785,-,95.0,0.0,0.02627164125442505,802.75,19.60784339904785
Tue Nov 01 17:09:27 GMT+08:00 2016,01-Nov-2016 17:09:25.661,103.32548833333334,2.0275766666666666,0.0,1.9,58.6,301.15,-0.433,-0.384,9.782,0.023242027,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785,9.803921699523926,95.0,0.0,0.023242026567459106,799.0,19.60784339904785
Tue Nov 01 17:09:28 GMT+08:00 2016,01-Nov-2016 17:09:26.661,103.32548833333334,2.0275766666666666,0.0,2.0,58.6,301.15,-0.327,-0.2,9.881,0.026995003,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984,9.803921699523926,95.0,0.0,0.02699500322341919,799.0,31.764705657958984
Tue Nov 01 17:09:29 GMT+08:00 2016,01-Nov-2016 17:09:27.661,103.32548833333334,2.0275766666666666,0.0,1.2,58.6,301.15,-0.432,-0.253,9.821,0.021421134,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836,9.803921699523926,95.0,0.0,0.02142113447189331,720.5,31.372549057006836
Tue Nov 01 17:09:30 GMT+08:00 2016,01-Nov-2016 17:09:28.660,103.32548833333334,2.0275766666666666,0.0,1.1,58.6,301.15,-0.086,0.249,9.815,0.019869864,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.019869863986968994,833.0,31.372549057006836
Tue Nov 01 17:09:31 GMT+08:00 2016,01-Nov-2016 17:09:29.661,103.32548833333334,2.0275766666666666,0.0,1.4,58.6,301.15,0.09,0.13,9.914,0.022065017,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836,9.803921699523926,95.0,0.0,0.022065017372369766,833.0,31.372549057006836
Tue Nov 01 17:09:32 GMT+08:00 2016,01-Nov-2016 17:09:30.669,103.32548833333334,2.0275766666666666,0.0,1.5,58.6,301.15,0.708,-0.15,10.036,0.044694245,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.027947843074798584,868.75,22.352941513061523
Tue Nov 01 17:09:33 GMT+08:00 2016,01-Nov-2016 17:09:31.662,103.32548833333334,2.0275766666666666,0.0,1.7,58.6,301.15,0.251,-0.355,10.224,0.062143624,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523,9.803921699523926,95.0,0.0,0.06214362382888794,868.75,22.352941513061523
