GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Engine Load(%),Speed (GPS)(km/h),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Acceleration Sensor(Total)(g)
Tue Nov 01 17:49:33 GMT+08:00 2016,01-Nov-2016 17:49:32.732,103.32596719,2.03018782,13.75,11.0,42.0,86.1,1.0187328,1.3425486,9.561843,0.008727491,1888.75,47.8431396484375,49.5,20.0,98.0,0.008727490901947021
Tue Nov 01 17:49:34 GMT+08:00 2016,01-Nov-2016 17:49:33.732,103.32608204,2.03021726,13.75,11.0,42.0,87.7,2.2451627,1.2707225,10.030508,0.07475513,1838.75,47.8431396484375,49.5,20.0,99.0,0.07475513219833374
Tue Nov 01 17:49:35 GMT+08:00 2016,01-Nov-2016 17:49:34.732,103.32627143,2.03021657,16.25,12.0,42.0,91.1,1.513734,1.1797429,9.351752,-0.007845461,1606.0,12.15686321258545,58.5,9.803921699523926,99.0,-0.007845461368560791
Tue Nov 01 17:49:36 GMT+08:00 2016,01-Nov-2016 17:49:35.732,103.32635235,2.03016978,13.5,10.0,43.0,101.5,0.2753332,0.5422867,8.160038,-0.14688474,1099.0,16.078432083129883,48.599998474121094,9.803921699523926,99.0,-0.1468847393989563
Tue Nov 01 17:49:37 GMT+08:00 2016,01-Nov-2016 17:49:36.733,103.32644951,2.0301361,13.0,10.0,43.0,106.0,0.45250413,0.0664391,9.042301,-0.058078527,1004.5,21.176471710205078,46.79999923706055,9.803921699523926,99.0,-0.05807852745056152
Tue Nov 01 17:49:38 GMT+08:00 2016,01-Nov-2016 17:49:37.731,103.32654948,2.0301013,11.25,10.0,43.0,109.5,0.3866636,-0.5943606,9.476251,-0.012320995,757.0,12.15686321258545,40.5,9.803921699523926,99.0,-0.012320995330810547
Tue Nov 01 17:49:39 GMT+08:00 2016,01-Nov-2016 17:49:38.732,103.32663523,2.03007379,9.5,10.0,44.0,108.9,0.048482586,-1.4107834,9.409811,-0.011060774,595.0,13.333333969116211,34.20000076293945,9.803921699523926,99.0,-0.011060774326324463
Tue Nov 01 17:49:40 GMT+08:00 2016,01-Nov-2016 17:49:39.732,103.32667966,2.03004465,7.5,10.0,47.0,111.1,0.39923313,-1.1474211,9.572019,0.0025686026,519.75,20.39215660095215,27.0,9.803921699523926,99.0,0.0025686025619506836
Tue Nov 01 17:49:41 GMT+08:00 2016,01-Nov-2016 17:49:40.732,103.32673167,2.03002209,7.25,11.0,48.0,109.6,0.41120413,0.08379706,9.70789,0.009515345,646.75,18.823530197143555,26.099998474121094,9.803921699523926,99.0,0.009515345096588135
Tue Nov 01 17:49:42 GMT+08:00 2016,01-Nov-2016 17:49:41.732,103.32677947,2.02998584,7.0,12.0,49.0,113.7,0.4961983,1.2725182,9.566631,0.004080534,582.5,19.215686798095703,25.19999885559082,9.803921699523926,99.0,0.004080533981323242
Tue Nov 01 17:49:43 GMT+08:00 2016,01-Nov-2016 17:49:42.733,103.32679954,2.02996449,5.5,14.0,50.0,116.4,0.52253455,1.7525556,9.509769,0.006157756,558.5,19.215686798095703,19.799999237060547,9.803921699523926,99.0,0.0061577558517456055
Tue Nov 01 17:49:44 GMT+08:00 2016,01-Nov-2016 17:49:43.732,103.3268132,2.02995124,4.5,15.0,51.0,117.9,0.58119243,1.9482816,9.530719,0.012390614,1377.25,63.13725662231445,16.19999885559082,19.60784339904785,100.0,0.012390613555908203
Tue Nov 01 17:49:45 GMT+08:00 2016,01-Nov-2016 17:49:44.732,103.32682014,2.02997185,3.25,15.0,51.0,108.5,0.83138657,4.4436383,9.196728,0.063625515,969.25,57.25490188598633,11.699999809265137,21.960784912109375,100.0,0.0636255145072937
Tue Nov 01 17:49:46 GMT+08:00 2016,01-Nov-2016 17:49:45.732,103.32681719,2.03001308,2.0,15.0,51.0,83.7,1.3275849,3.1860838,9.087791,0.009947121,1783.75,56.86274719238281,7.199999809265137,21.960784912109375,100.0,0.009947121143341064
Tue Nov 01 17:49:47 GMT+08:00 2016,01-Nov-2016 17:49:46.733,103.32679212,2.03000767,1.25,13.0,52.0,95.8,1.7998412,2.5911248,9.255385,0.015770435,1794.5,61.56863021850586,4.5,22.352941513061523,100.0,0.015770435333251953
Tue Nov 01 17:49:48 GMT+08:00 2016,01-Nov-2016 17:49:47.732,103.3268597,2.03003691,2.75,13.0,52.0,94.2,2.3391352,2.396596,9.326612,0.029156744,1828.5,61.56863021850586,9.899999618530273,24.705883026123047,100.0,0.029156744480133057
Tue Nov 01 17:49:49 GMT+08:00 2016,01-Nov-2016 17:49:48.732,103.3268235,2.0299571,3.25,12.0,49.0,168.9,0.58777654,3.5122938,9.114127,0.016466022,2261.25,63.13725662231445,11.699999809265137,27.45098114013672,100.0,0.01646602153778076
Tue Nov 01 17:49:50 GMT+08:00 2016,01-Nov-2016 17:49:49.731,103.3267872,2.02987933,6.25,11.0,49.0,197.6,0.6841431,3.2070332,9.555259,0.04879409,2547.0,63.92156982421875,22.5,28.235294342041016,100.0,0.04879409074783325
Tue Nov 01 17:49:51 GMT+08:00 2016,01-Nov-2016 17:49:50.732,103.32678818,2.02981158,7.0,11.0,49.0,195.5,-0.044891283,2.3415294,9.11712,-0.021457672,2379.5,61.17647171020508,25.19999885559082,27.843137741088867,100.0,-0.021457672119140625
Tue Nov 01 17:49:52 GMT+08:00 2016,01-Nov-2016 17:49:51.732,103.32675804,2.02972108,8.5,11.0,49.0,197.3,0.5021838,2.0620062,9.733028,0.03446597,2078.75,62.74509811401367,30.599998474121094,27.843137741088867,100.0,0.0344659686088562
Tue Nov 01 17:49:53 GMT+08:00 2016,01-Nov-2016 17:49:52.732,103.32668133,2.02964186,9.75,11.0,50.0,206.5,0.45789108,2.5222914,8.961497,-0.030852556,2330.75,64.70588684082031,35.099998474121094,28.627450942993164,100.0,-0.030852556228637695
Tue Nov 01 17:49:54 GMT+08:00 2016,01-Nov-2016 17:49:53.732,103.3266503,2.0295545,10.25,11.0,51.0,204.1,-0.0077811554,1.9201498,8.664616,-0.0117711425,2460.5,66.66666412353516,36.89999771118164,29.019607543945313,100.0,-0.011771142482757568
Tue Nov 01 17:49:55 GMT+08:00 2016,01-Nov-2016 17:49:54.731,103.32658523,2.0294606,11.5,11.0,53.0,208.1,-0.22445641,2.1272483,9.961675,0.057608068,2653.75,64.70588684082031,41.39999771118164,24.705883026123047,100.0,0.057608067989349365
Tue Nov 01 17:49:56 GMT+08:00 2016,01-Nov-2016 17:49:55.732,103.32652718,2.02938899,11.5,11.0,51.0,211.6,-0.2172738,1.5173253,9.7084875,0.02091068,2565.0,47.8431396484375,41.39999771118164,23.13725471496582,100.0,0.020910680294036865
Tue Nov 01 17:49:57 GMT+08:00 2016,01-Nov-2016 17:49:56.732,103.32645929,2.0292415,14.0,12.0,50.0,209.5,-0.3405752,1.3521254,9.723452,0.020316899,2003.75,34.509803771972656,50.39999771118164,20.0,100.0,0.020316898822784424
Tue Nov 01 17:49:58 GMT+08:00 2016,01-Nov-2016 17:49:57.732,103.32638468,2.02911062,15.25,10.0,50.0,204.9,0.08499416,0.89303726,9.011775,-0.057828367,1528.5,36.86274719238281,54.89999771118164,16.078432083129883,100.0,-0.05782836675643921
Tue Nov 01 17:49:59 GMT+08:00 2016,01-Nov-2016 17:49:58.732,103.32632257,2.02898673,15.5,11.0,50.0,205.6,0.36032736,1.4089876,9.949704,0.044018447,1547.25,36.47058868408203,55.79999923706055,16.078432083129883,100.0,0.044018447399139404
Tue Nov 01 17:50:00 GMT+08:00 2016,01-Nov-2016 17:49:59.732,103.32627416,2.02883972,16.0,11.0,50.0,204.0,-0.51714754,0.8996213,9.451111,-0.011794627,1515.25,11.764705657958984,57.599998474121094,9.803921699523926,100.0,-0.011794626712799072
Tue Nov 01 17:50:01 GMT+08:00 2016,01-Nov-2016 17:50:00.732,103.32623769,2.02866003,17.5,11.0,49.0,200.3,0.64823014,0.50158525,9.674371,0.008707285,1441.5,11.764705657958984,63.0,9.803921699523926,100.0,0.008707284927368164
Tue Nov 01 17:50:02 GMT+08:00 2016,01-Nov-2016 17:50:01.732,103.32615364,2.02854162,16.75,12.0,50.0,204.8,-0.25198972,-0.06943185,10.061633,0.04499668,1434.75,12.15686321258545,60.29999923706055,9.803921699523926,100.0,0.044996678829193115
Tue Nov 01 17:50:03 GMT+08:00 2016,01-Nov-2016 17:50:02.733,103.32608756,2.02842369,16.25,12.0,48.0,205.6,0.18435353,-0.88944596,9.765948,0.018806398,1388.25,12.549019813537598,58.5,9.803921699523926,100.0,0.018806397914886475
Tue Nov 01 17:50:04 GMT+08:00 2016,01-Nov-2016 17:50:03.732,103.32603062,2.02829363,16.0,11.0,49.0,204.7,0.19991584,-1.1468226,9.66659,0.011500776,1148.5,10.980392456054688,57.599998474121094,9.803921699523926,100.0,0.011500775814056396
Tue Nov 01 17:50:05 GMT+08:00 2016,01-Nov-2016 17:50:04.731,103.32599199,2.02812822,16.25,12.0,48.0,200.9,0.06943185,-0.22804771,10.336966,0.07299727,1009.75,10.588235855102539,58.5,9.803921699523926,100.0,0.07299727201461792
Tue Nov 01 17:50:06 GMT+08:00 2016,01-Nov-2016 17:50:05.733,103.32595798,2.02798435,16.0,12.0,47.0,198.5,-0.21787235,-0.41718966,9.432556,-0.018279254,765.5,11.764705657958984,57.599998474121094,9.803921699523926,100.0,-0.01827925443649292
Tue Nov 01 17:50:07 GMT+08:00 2016,01-Nov-2016 17:50:06.732,103.32588523,2.02797824,11.5,11.0,46.0,205.0,0.09876082,0.22146365,9.816227,0.019939959,664.75,12.941176414489746,41.39999771118164,9.803921699523926,100.0,0.019939959049224854
Tue Nov 01 17:50:08 GMT+08:00 2016,01-Nov-2016 17:50:07.732,103.32584929,2.0279402,8.5,11.0,47.0,210.7,0.05207389,0.16519992,9.482835,-0.014188945,580.0,13.72549057006836,30.599998474121094,9.803921699523926,100.0,-0.014188945293426514
Tue Nov 01 17:50:09 GMT+08:00 2016,01-Nov-2016 17:50:08.732,103.32579913,2.02792111,7.25,11.0,46.0,214.2,0.06584055,0.47884035,10.071808,0.046869338,557.0,16.078432083129883,26.099998474121094,9.803921699523926,100.0,0.04686933755874634
Tue Nov 01 17:50:10 GMT+08:00 2016,01-Nov-2016 17:50:09.732,103.32574402,2.02790188,6.0,11.0,45.0,214.1,0.2741361,1.0833763,9.814431,0.025916278,575.0,14.509803771972656,21.599998474121094,9.803921699523926,100.0,0.02591627836227417
Tue Nov 01 17:50:11 GMT+08:00 2016,01-Nov-2016 17:50:10.736,103.32571119,2.02788204,5.25,11.0,45.0,213.5,0.26156655,1.0402806,9.792884,0.023225844,629.75,14.117647171020508,18.899999618530273,9.803921699523926,100.0,0.023225843906402588
Tue Nov 01 17:50:12 GMT+08:00 2016,01-Nov-2016 17:50:11.733,103.32568865,2.02786623,4.75,12.0,44.0,215.3,0.20829555,1.7441759,9.650429,0.018897116,1607.5,25.882352828979492,17.100000381469727,14.509803771972656,100.0,0.01889711618423462
Tue Nov 01 17:50:13 GMT+08:00 2016,01-Nov-2016 17:50:12.733,103.32567072,2.02783083,4.75,10.0,44.0,208.4,-0.019752163,1.9129672,9.26556,-0.01657641,1354.25,32.54901885986328,17.100000381469727,16.078432083129883,100.0,-0.016576409339904785
Tue Nov 01 17:50:14 GMT+08:00 2016,01-Nov-2016 17:50:13.733,103.32566115,2.02779749,4.25,11.0,46.0,202.9,0.08499416,1.1540052,9.534309,-0.0019714832,1048.75,37.25490188598633,15.299999237060547,16.078432083129883,100.0,-0.0019714832305908203
Tue Nov 01 17:50:15 GMT+08:00 2016,01-Nov-2016 17:50:14.732,103.32563761,2.02775104,5.5,11.0,46.0,212.3,1.2126632,0.8331822,9.72824,0.021943033,998.25,12.941176414489746,19.799999237060547,9.411765098571777,100.0,0.02194303274154663
Tue Nov 01 17:50:16 GMT+08:00 2016,01-Nov-2016 17:50:15.732,103.32561536,2.0276853,5.75,11.0,45.0,210.4,1.5891514,0.6895301,9.764751,0.02992946,941.0,18.431373596191406,20.69999885559082,9.411765098571777,100.0,0.02992945909500122
Tue Nov 01 17:50:17 GMT+08:00 2016,01-Nov-2016 17:50:16.732,103.32558434,2.02765196,5.0,10.0,46.0,230.0,2.397793,-0.5566519,9.956287,0.06447071,898.25,24.705883026123047,18.0,9.411765098571777,100.0,0.06447070837020874
Tue Nov 01 17:50:18 GMT+08:00 2016,01-Nov-2016 17:50:17.732,103.32553954,2.02763644,5.0,10.0,47.0,249.2,2.1930888,0.40402153,9.68694,0.03228289,938.0,23.92156982421875,18.0,9.411765098571777,100.0,0.032282888889312744
Tue Nov 01 17:50:19 GMT+08:00 2016,01-Nov-2016 17:50:18.732,103.32551372,2.02763712,3.75,10.0,48.0,265.9,-0.15203181,0.8002619,10.041282,0.04593855,980.0,16.86274528503418,13.5,9.411765098571777,100.0,0.04593855142593384
Tue Nov 01 17:50:20 GMT+08:00 2016,01-Nov-2016 17:50:19.741,103.32548814,2.02764347,2.75,10.0,47.0,295.2,-0.47884035,0.53570265,9.797073,0.020364463,817.75,26.666667938232422,9.899999618530273,9.411765098571777,100.0,0.020364463329315186
Tue Nov 01 17:50:21 GMT+08:00 2016,01-Nov-2016 17:50:20.734,103.32546224,2.02766486,3.0,11.0,48.0,298.9,-0.040102877,0.7092823,9.949704,0.035822928,652.0,26.27450942993164,10.799999237060547,9.411765098571777,100.0,0.035822927951812744
Tue Nov 01 17:50:22 GMT+08:00 2016,01-Nov-2016 17:50:21.733,103.32543684,2.02766001,2.75,12.0,48.0,283.8,-0.36990416,0.17776948,9.617508,2.7012825E-4,654.5,24.705883026123047,9.899999618530273,9.411765098571777,100.0,2.701282501220703E-4
