GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Engine Load(%),Speed (GPS)(km/h),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Acceleration Sensor(Total)(g)
Tue Nov 01 17:54:34 GMT+08:00 2016,01-Nov-2016 17:54:33.181,103.3212586,2.03090309,0.0,10.0,42.0,0.0,0.12150574,1.1246762,9.676167,0.012075007,676.0,21.176471710205078,0.0,9.411765098571777,97.0,0.01207500696182251
Tue Nov 01 17:54:35 GMT+08:00 2016,01-Nov-2016 17:54:34.196,103.32125888,2.03090329,0.0,10.0,42.0,0.0,0.19632454,1.122282,9.637859,0.008293271,721.25,20.0,0.0,9.411765098571777,97.0,0.0082932710647583
Tue Nov 01 17:54:36 GMT+08:00 2016,01-Nov-2016 17:54:35.181,103.32125895,2.03090334,0.0,10.0,42.0,0.0,0.19991584,1.1067197,9.744401,0.018906653,728.5,20.0,0.0,9.411765098571777,97.0,0.01890665292739868
Tue Nov 01 17:54:37 GMT+08:00 2016,01-Nov-2016 17:54:36.181,103.32125894,2.03090336,0.0,10.0,42.0,0.0,0.15801731,1.0953473,9.725846,0.016819298,730.75,20.39215660095215,0.0,9.411765098571777,97.0,0.016819298267364502
Tue Nov 01 17:54:38 GMT+08:00 2016,01-Nov-2016 17:54:37.181,103.32125894,2.03090338,0.0,10.0,42.0,0.0,0.34237084,1.2419921,9.581595,0.0045065284,736.5,19.60784339904785,0.0,9.411765098571777,97.0,0.004506528377532959
Tue Nov 01 17:54:39 GMT+08:00 2016,01-Nov-2016 17:54:38.182,103.32125894,2.03090338,0.0,10.0,42.0,0.0,0.15682021,1.1049241,9.7007065,0.014381111,741.75,20.0,0.0,9.411765098571777,96.0,0.014381110668182373
Tue Nov 01 17:54:40 GMT+08:00 2016,01-Nov-2016 17:54:39.181,103.32125895,2.03090336,0.0,10.0,42.0,0.0,0.22864626,1.1186907,9.702502,0.014867187,740.5,20.0,0.0,9.411765098571777,96.0,0.014867186546325684
Tue Nov 01 17:54:41 GMT+08:00 2016,01-Nov-2016 17:54:40.181,103.32125894,2.03090335,0.0,11.0,42.0,0.0,0.11133038,1.1749545,9.365519,-0.018758476,742.25,20.0,0.0,9.411765098571777,96.0,-0.01875847578048706
Tue Nov 01 17:54:42 GMT+08:00 2016,01-Nov-2016 17:54:41.182,103.32125895,2.03090335,0.0,10.0,42.0,0.0,0.15083471,1.1174936,9.624092,0.0067601204,741.0,19.60784339904785,0.0,9.411765098571777,96.0,0.006760120391845703
Tue Nov 01 17:54:43 GMT+08:00 2016,01-Nov-2016 17:54:42.198,103.32125896,2.03090335,0.0,10.0,42.0,0.0,0.12928689,1.1534066,9.649231,0.00970149,743.5,19.215686798095703,0.0,9.411765098571777,96.0,0.00970149040222168
Tue Nov 01 17:54:44 GMT+08:00 2016,01-Nov-2016 17:54:43.187,103.32125896,2.03090336,0.0,10.0,42.0,0.0,0.20051439,1.1510124,9.649231,0.009795725,742.5,20.0,0.0,9.411765098571777,96.0,0.009795725345611572
Tue Nov 01 17:54:45 GMT+08:00 2016,01-Nov-2016 17:54:44.181,103.32125899,2.03090335,0.0,10.0,42.0,0.0,0.18794483,1.1695676,9.682152,0.013326824,742.25,20.0,0.0,9.411765098571777,96.0,0.013326823711395264
Tue Nov 01 17:54:46 GMT+08:00 2016,01-Nov-2016 17:54:45.208,103.321259,2.03090335,0.0,10.0,42.0,0.0,0.17657238,1.1833342,9.611523,0.006329417,747.5,19.60784339904785,0.0,9.411765098571777,96.0,0.0063294172286987305
Tue Nov 01 17:54:47 GMT+08:00 2016,01-Nov-2016 17:54:46.189,103.321259,2.03090337,0.0,10.0,42.0,0.0,0.2088941,1.1785458,9.594764,0.0046402216,745.75,19.60784339904785,0.0,9.411765098571777,96.0,0.00464022159576416
Tue Nov 01 17:54:48 GMT+08:00 2016,01-Nov-2016 17:54:47.181,103.321259,2.03090338,0.0,10.0,42.0,0.0,0.14425065,1.1569979,9.585785,0.0033459663,739.25,20.0,0.0,9.411765098571777,96.0,0.003345966339111328
Tue Nov 01 17:54:49 GMT+08:00 2016,01-Nov-2016 17:54:48.186,103.32125898,2.03090339,0.0,9.0,42.0,0.0,0.11791443,1.1282675,9.585187,0.0029023886,741.75,20.0,0.0,9.411765098571777,96.0,0.002902388572692871
Tue Nov 01 17:54:50 GMT+08:00 2016,01-Nov-2016 17:54:49.183,103.32125899,2.0309034,0.0,9.0,42.0,0.0,0.22026655,1.2294226,9.536105,-6.1762333E-4,738.75,19.60784339904785,0.0,9.411765098571777,96.0,-6.176233291625977E-4
Tue Nov 01 17:54:51 GMT+08:00 2016,01-Nov-2016 17:54:50.181,103.32125898,2.03090341,0.0,9.0,42.0,0.0,0.13347675,1.1569979,9.6923275,0.014112353,734.25,19.215686798095703,0.0,9.411765098571777,96.0,0.014112353324890137
Tue Nov 01 17:54:52 GMT+08:00 2016,01-Nov-2016 17:54:51.183,103.32125895,2.0309034,0.0,9.0,42.0,0.0,0.1364695,1.110311,9.627085,0.00546813,741.75,19.60784339904785,0.0,9.411765098571777,96.0,0.005468130111694336
Tue Nov 01 17:54:53 GMT+08:00 2016,01-Nov-2016 17:54:52.181,103.32125892,2.0309034,0.0,9.0,42.0,0.0,0.219668,1.122282,9.674969,0.012100816,738.75,19.215686798095703,0.0,9.411765098571777,96.0,0.012100815773010254
Tue Nov 01 17:54:54 GMT+08:00 2016,01-Nov-2016 17:54:53.182,103.32125893,2.03090341,0.0,9.0,42.0,0.0,0.16998832,1.1210849,9.61691,0.0061076283,732.75,20.0,0.0,9.411765098571777,96.0,0.006107628345489502
Tue Nov 01 17:54:55 GMT+08:00 2016,01-Nov-2016 17:54:54.181,103.32125896,2.03090342,0.0,9.0,42.0,0.0,0.22325931,1.1240777,9.61272,0.005829096,738.25,20.0,0.0,9.411765098571777,96.0,0.0058290958404541016
Tue Nov 01 17:54:56 GMT+08:00 2016,01-Nov-2016 17:54:55.180,103.32125897,2.03090342,0.0,9.0,42.0,0.0,0.24361002,1.1348516,9.661801,0.010974586,728.5,20.39215660095215,0.0,9.411765098571777,95.0,0.010974586009979248
Tue Nov 01 17:54:57 GMT+08:00 2016,01-Nov-2016 17:54:56.181,103.32125899,2.03090344,0.0,9.0,42.0,0.0,0.14544775,1.1420342,9.669582,0.0116478205,737.5,19.60784339904785,0.0,9.411765098571777,95.0,0.011647820472717285
Tue Nov 01 17:54:58 GMT+08:00 2016,01-Nov-2016 17:54:57.181,103.321259,2.03090345,0.0,9.0,42.0,0.0,-0.02813187,1.1486182,9.816826,0.026526392,737.0,19.60784339904785,0.0,9.411765098571777,95.0,0.02652639150619507
Tue Nov 01 17:54:59 GMT+08:00 2016,01-Nov-2016 17:54:58.183,103.32125899,2.03090346,0.0,10.0,42.0,0.0,0.021547815,1.2886791,9.665991,0.013040721,739.25,18.823530197143555,0.0,9.411765098571777,95.0,0.013040721416473389
Tue Nov 01 17:55:00 GMT+08:00 2016,01-Nov-2016 17:54:59.181,103.32125898,2.03090347,0.0,10.0,42.0,0.0,0.24899697,1.3605051,9.634268,0.011155009,734.75,20.0,0.0,9.411765098571777,95.0,0.011155009269714355
Tue Nov 01 17:55:01 GMT+08:00 2016,01-Nov-2016 17:55:00.181,103.32125901,2.03090348,0.0,9.0,42.0,0.0,0.30406362,1.2952632,9.569624,0.0038796663,739.0,20.39215660095215,0.0,9.411765098571777,95.0,0.0038796663284301758
Tue Nov 01 17:55:02 GMT+08:00 2016,01-Nov-2016 17:55:01.182,103.32125907,2.0309035,0.0,10.0,42.0,0.0,0.3441665,1.2976574,9.526528,-3.0070543E-4,738.0,20.0,0.0,9.411765098571777,95.0,-3.007054328918457E-4
Tue Nov 01 17:55:03 GMT+08:00 2016,01-Nov-2016 17:55:02.181,103.32125911,2.03090352,0.0,9.0,42.0,0.0,0.25977087,1.3611037,9.592968,0.007025361,746.25,20.0,0.0,9.411765098571777,95.0,0.007025361061096191
Tue Nov 01 17:55:04 GMT+08:00 2016,01-Nov-2016 17:55:03.181,103.32125913,2.03090351,0.0,9.0,42.0,0.0,0.39145198,1.4760253,9.554661,0.005332291,741.0,19.60784339904785,0.0,9.411765098571777,95.0,0.005332291126251221
Tue Nov 01 17:55:05 GMT+08:00 2016,01-Nov-2016 17:55:04.181,103.32125914,2.03090352,0.0,9.0,42.0,0.0,0.32561144,1.4736311,9.688736,0.018548429,744.25,20.0,0.0,9.411765098571777,95.0,0.018548429012298584
Tue Nov 01 17:55:06 GMT+08:00 2016,01-Nov-2016 17:55:05.194,103.32125915,2.03090354,0.0,9.0,42.0,0.0,0.36631286,1.2389994,9.566631,0.0030451417,740.0,20.0,0.0,9.411765098571777,95.0,0.022059857845306396
Tue Nov 01 17:55:07 GMT+08:00 2016,01-Nov-2016 17:55:06.185,103.32125915,2.03090355,0.0,9.0,42.0,0.0,0.15203181,1.1611878,9.653421,0.010253489,740.0,20.0,0.0,9.411765098571777,95.0,0.010253489017486572
Tue Nov 01 17:55:08 GMT+08:00 2016,01-Nov-2016 17:55:07.181,103.32125918,2.03090355,0.0,9.0,42.0,0.0,0.13108255,1.1701661,9.603742,0.0053054094,738.25,20.0,0.0,9.411765098571777,95.0,0.0053054094314575195
Tue Nov 01 17:55:09 GMT+08:00 2016,01-Nov-2016 17:55:08.206,103.32125919,2.03090356,0.0,9.0,42.0,0.0,0.20051439,1.1605892,9.566631,0.0015544295,745.75,19.60784339904785,0.0,9.411765098571777,95.0,0.0015544295310974121
Tue Nov 01 17:55:10 GMT+08:00 2016,01-Nov-2016 17:55:09.181,103.32125921,2.03090358,0.0,9.0,42.0,0.0,0.19812019,1.2270284,9.682152,0.014066637,744.0,20.0,0.0,9.411765098571777,95.0,0.014066636562347412
Tue Nov 01 17:55:11 GMT+08:00 2016,01-Nov-2016 17:55:10.181,103.32125921,2.03090359,0.0,9.0,42.0,0.0,0.30466217,1.4089876,9.660604,0.014674246,741.75,20.0,0.0,9.411765098571777,95.0,0.014674246311187744
Tue Nov 01 17:55:12 GMT+08:00 2016,01-Nov-2016 17:55:11.181,103.32125916,2.03090358,0.0,9.0,42.0,0.0,0.4381389,1.6986861,9.712079,0.025039136,697.25,24.3137264251709,0.0,9.411765098571777,95.0,0.02503913640975952
Tue Nov 01 17:55:13 GMT+08:00 2016,01-Nov-2016 17:55:12.183,103.32125914,2.03090359,0.0,9.0,42.0,0.0,0.8571242,1.9608512,8.783728,0.0038886666,795.0,29.019607543945313,0.0,9.411765098571777,95.0,0.0038886666297912598
Tue Nov 01 17:55:14 GMT+08:00 2016,01-Nov-2016 17:55:13.182,103.32125934,2.03090365,0.0,9.0,42.0,0.0,0.13108255,1.287482,9.692925,0.015833437,874.0,20.0,0.0,9.411765098571777,95.0,0.01583343744277954
Tue Nov 01 17:55:15 GMT+08:00 2016,01-Nov-2016 17:55:14.182,103.32125931,2.03090365,0.0,9.0,42.0,0.0,0.39264908,0.8870517,9.791686,0.022019446,846.25,29.803922653198242,0.0,9.411765098571777,95.0,0.02201944589614868
Tue Nov 01 17:55:16 GMT+08:00 2016,01-Nov-2016 17:55:15.181,103.3212593,2.03090365,0.0,9.0,42.0,0.0,0.08738836,0.17357962,9.577405,-0.0045090914,803.75,23.52941131591797,0.0,9.411765098571777,95.0,-0.004509091377258301
Tue Nov 01 17:55:17 GMT+08:00 2016,01-Nov-2016 17:55:16.181,103.3212593,2.03090365,0.0,9.0,42.0,0.0,-0.10295067,0.9068039,9.534908,-0.0045999885,957.25,20.0,0.0,9.411765098571777,95.0,-0.0045999884605407715
Tue Nov 01 17:55:18 GMT+08:00 2016,01-Nov-2016 17:55:17.181,103.32125929,2.03090365,0.0,9.0,42.0,0.0,0.12449849,1.0516531,9.566631,1.4841557E-4,817.25,19.215686798095703,0.0,9.411765098571777,94.0,1.4841556549072266E-4
Tue Nov 01 17:55:19 GMT+08:00 2016,01-Nov-2016 17:55:18.187,103.32125926,2.03090364,0.0,9.0,42.0,0.0,0.19752164,1.0103531,9.541492,-0.0027258992,771.25,18.823530197143555,0.0,9.411765098571777,94.0,-0.0027258992195129395
Tue Nov 01 17:55:20 GMT+08:00 2016,01-Nov-2016 17:55:19.181,103.32125923,2.03090363,0.0,9.0,42.0,0.0,0.22445641,1.0600328,9.685743,0.0124925375,764.75,18.431373596191406,0.0,9.411765098571777,94.0,0.012492537498474121
Tue Nov 01 17:55:21 GMT+08:00 2016,01-Nov-2016 17:55:20.183,103.32125921,2.03090361,0.0,9.0,42.0,0.0,0.15801731,1.0989386,9.664794,0.010677278,763.25,19.60784339904785,0.0,9.411765098571777,94.0,0.0106772780418396
Tue Nov 01 17:55:22 GMT+08:00 2016,01-Nov-2016 17:55:21.181,103.32125919,2.03090359,0.0,9.0,42.0,0.0,0.11791443,1.0193313,9.572617,3.9207935E-4,760.5,19.60784339904785,0.0,9.411765098571777,94.0,3.9207935333251953E-4
Tue Nov 01 17:55:23 GMT+08:00 2016,01-Nov-2016 17:55:22.188,103.32125916,2.03090358,0.0,9.0,42.0,0.0,0.10295067,1.0941502,9.713875,0.0155181885,759.75,19.215686798095703,0.0,9.411765098571777,94.0,0.004393935203552246
Tue Nov 01 17:55:24 GMT+08:00 2016,01-Nov-2016 17:55:23.183,103.32125912,2.03090358,0.0,9.0,42.0,0.0,0.1592144,1.055843,9.41879,-0.014728665,754.0,19.215686798095703,0.0,9.411765098571777,94.0,-0.014728665351867676
Tue Nov 01 17:55:25 GMT+08:00 2016,01-Nov-2016 17:55:24.190,103.32125911,2.03090359,0.0,9.0,42.0,0.0,0.3561375,1.1150994,9.621698,0.007037103,758.25,19.60784339904785,0.0,9.411765098571777,94.0,0.007037103176116943
Tue Nov 01 17:55:26 GMT+08:00 2016,01-Nov-2016 17:55:25.183,103.32125911,2.03090358,0.0,9.0,42.0,0.0,0.1436521,1.1420342,9.667188,0.011402726,758.5,22.352941513061523,0.0,9.411765098571777,94.0,0.011402726173400879
Tue Nov 01 17:55:27 GMT+08:00 2016,01-Nov-2016 17:55:26.183,103.32125911,2.03090359,0.0,9.0,42.0,0.0,0.11312603,1.0761937,9.648633,0.00871706,724.25,24.3137264251709,0.0,9.411765098571777,94.0,0.008717060089111328
Tue Nov 01 17:55:28 GMT+08:00 2016,01-Nov-2016 17:55:27.181,103.3212591,2.03090359,0.0,9.0,42.0,0.0,0.20171149,1.0522517,9.6767645,0.011446118,713.75,24.705883026123047,0.0,9.411765098571777,94.0,0.011446118354797363
Tue Nov 01 17:55:29 GMT+08:00 2016,01-Nov-2016 17:55:28.181,103.32125911,2.03090359,0.0,9.0,42.0,0.0,0.27952304,1.0127473,9.90601,0.034450233,714.0,25.098039627075195,0.0,9.411765098571777,94.0,0.0344502329826355
Tue Nov 01 17:55:30 GMT+08:00 2016,01-Nov-2016 17:55:29.198,103.3212591,2.03090358,0.0,9.0,42.0,0.0,0.25498247,1.1522095,9.640253,0.009031832,716.0,25.098039627075195,0.0,9.411765098571777,94.0,0.004175961017608643
Tue Nov 01 17:55:31 GMT+08:00 2016,01-Nov-2016 17:55:30.186,103.32125911,2.03090359,0.0,9.0,42.0,0.0,0.26515785,1.1480197,9.6049385,0.005435884,727.5,25.490196228027344,0.0,9.411765098571777,94.0,0.00543588399887085
Tue Nov 01 17:55:32 GMT+08:00 2016,01-Nov-2016 17:55:31.182,103.32125911,2.03090359,0.0,9.0,42.0,0.0,0.15981296,1.0672154,9.701904,0.014079809,732.5,25.098039627075195,0.0,9.411765098571777,94.0,0.014079809188842773
Tue Nov 01 17:55:33 GMT+08:00 2016,01-Nov-2016 17:55:32.182,103.32125909,2.0309036,0.0,9.0,42.0,0.0,0.16998832,1.0881647,9.670779,0.01118058,730.5,25.098039627075195,0.0,9.411765098571777,93.0,0.011180579662322998
Tue Nov 01 17:55:34 GMT+08:00 2016,01-Nov-2016 17:55:33.199,103.32125907,2.0309036,0.0,9.0,42.0,0.0,-0.073621705,0.89423436,9.566033,-0.0015891194,728.5,25.098039627075195,0.0,9.411765098571777,93.0,0.014803588390350342
Tue Nov 01 17:55:35 GMT+08:00 2016,01-Nov-2016 17:55:34.182,103.32125907,2.0309036,0.0,9.0,42.0,0.0,0.19093758,1.043872,9.817424,0.025586188,725.75,25.098039627075195,0.0,9.411765098571777,93.0,0.025586187839508057
Tue Nov 01 17:55:36 GMT+08:00 2016,01-Nov-2016 17:55:35.182,103.32125906,2.03090361,0.0,9.0,42.0,0.0,0.078410104,1.0618285,9.630077,0.0066408515,731.75,25.098039627075195,0.0,9.411765098571777,93.0,0.0066408514976501465
Tue Nov 01 17:55:37 GMT+08:00 2016,01-Nov-2016 17:55:36.190,103.32125906,2.03090361,0.0,9.0,41.0,0.0,0.14604631,0.9720459,9.667188,0.009523153,727.5,24.3137264251709,0.0,9.411765098571777,93.0,0.009523153305053711
Tue Nov 01 17:55:38 GMT+08:00 2016,01-Nov-2016 17:55:37.182,103.32125904,2.03090362,0.0,9.0,41.0,0.0,0.20530279,1.1115081,9.554062,-2.97606E-4,730.25,25.098039627075195,0.0,9.411765098571777,93.0,-2.976059913635254E-4
Tue Nov 01 17:55:39 GMT+08:00 2016,01-Nov-2016 17:55:38.184,103.32125905,2.03090362,0.0,9.0,41.0,0.0,0.32561144,1.608305,9.745,0.026358783,729.75,24.3137264251709,0.0,9.411765098571777,93.0,0.02635878324508667
Tue Nov 01 17:55:40 GMT+08:00 2016,01-Nov-2016 17:55:39.185,103.32125905,2.03090362,0.0,9.0,41.0,0.0,0.25498247,2.1278467,9.190742,-0.018992722,875.75,36.07843017578125,0.0,9.411765098571777,93.0,0.0056795477867126465
Tue Nov 01 17:55:41 GMT+08:00 2016,01-Nov-2016 17:55:40.181,103.32125904,2.03090362,0.0,9.0,41.0,0.0,0.2645593,0.57041854,9.763555,0.016327262,740.0,25.490196228027344,0.0,9.411765098571777,93.0,0.016327261924743652
Tue Nov 01 17:55:42 GMT+08:00 2016,01-Nov-2016 17:55:41.182,103.32125904,2.03090361,0.0,9.0,41.0,0.0,0.060453594,1.4167689,9.779716,0.026338398,723.75,24.705883026123047,0.0,9.411765098571777,93.0,0.026338398456573486
Tue Nov 01 17:55:43 GMT+08:00 2016,01-Nov-2016 17:55:42.188,103.32125904,2.03090361,0.0,9.0,41.0,0.0,0.12150574,1.4161704,9.703101,0.018658936,710.5,24.705883026123047,0.0,9.411765098571777,93.0,0.018658936023712158
Tue Nov 01 17:55:44 GMT+08:00 2016,01-Nov-2016 17:55:43.181,103.32125902,2.03090362,0.0,9.0,41.0,0.0,0.21906945,2.4893713,9.420585,0.012517095,1239.25,38.039215087890625,0.0,14.117647171020508,93.0,0.012517094612121582
Tue Nov 01 17:55:45 GMT+08:00 2016,01-Nov-2016 17:55:44.181,103.32125901,2.03090363,0.0,9.0,41.0,0.0,0.09816227,2.160767,9.333197,-0.004388511,1287.25,40.39215850830078,0.0,15.686274528503418,93.0,-0.0043885111808776855
Tue Nov 01 17:55:46 GMT+08:00 2016,01-Nov-2016 17:55:45.181,103.32125898,2.03090363,0.0,9.0,41.0,0.0,-0.023942016,1.8381484,9.539697,0.00933671,1419.0,39.607845306396484,0.0,15.686274528503418,93.0,0.009336709976196289
Tue Nov 01 17:55:47 GMT+08:00 2016,01-Nov-2016 17:55:46.181,103.32124617,2.03089829,1.75,9.0,41.0,247.5,-0.07182605,1.5801731,9.555858,0.0063488483,1548.75,33.72549057006836,6.299999713897705,15.686274528503418,93.0,0.006348848342895508
Tue Nov 01 17:55:48 GMT+08:00 2016,01-Nov-2016 17:55:47.182,103.32122336,2.03089015,2.5,9.0,38.0,248.4,0.33279404,1.9111716,9.527127,0.010093451,1690.0,31.764705657958984,9.0,16.078432083129883,93.0,0.010093450546264648
Tue Nov 01 17:55:49 GMT+08:00 2016,01-Nov-2016 17:55:48.185,103.32118941,2.0308791,3.0,10.0,38.0,246.7,0.2136825,1.1013328,9.598953,0.004146695,1285.0,17.254901885986328,10.799999237060547,16.078432083129883,93.0,0.004146695137023926
Tue Nov 01 17:55:50 GMT+08:00 2016,01-Nov-2016 17:55:49.181,103.32107591,2.0308428,5.0,10.0,40.0,242.6,0.09696517,0.878672,9.661202,0.007946074,1102.0,18.039215087890625,18.0,9.803921699523926,93.0,0.00794607400894165
Tue Nov 01 17:55:51 GMT+08:00 2016,01-Nov-2016 17:55:50.181,103.32103119,2.03082733,5.25,10.0,37.0,249.1,-0.034715924,-0.130484,9.6923275,0.0071006417,1059.25,18.431373596191406,18.899999618530273,9.803921699523926,93.0,0.00710064172744751
Tue Nov 01 17:55:52 GMT+08:00 2016,01-Nov-2016 17:55:51.186,103.3209716,2.0308142,5.25,10.0,38.0,246.2,-0.17776948,0.79846627,9.399636,-0.019209683,954.75,20.784313201904297,18.899999618530273,9.803921699523926,93.0,-0.019209682941436768
Tue Nov 01 17:55:53 GMT+08:00 2016,01-Nov-2016 17:55:52.190,103.3209281,2.03079892,5.0,10.0,39.0,252.2,0.09816227,0.93373865,9.843162,0.026934445,959.75,29.803922653198242,18.0,14.117647171020508,93.0,0.026934444904327393
Tue Nov 01 17:55:54 GMT+08:00 2016,01-Nov-2016 17:55:53.182,103.32088991,2.03078137,4.5,11.0,38.0,250.0,-0.108337626,1.0372878,8.913014,-0.06623709,1649.5,22.352941513061523,16.19999885559082,14.117647171020508,93.0,-0.06623709201812744
Tue Nov 01 17:55:55 GMT+08:00 2016,01-Nov-2016 17:55:54.183,103.32084383,2.03076747,4.75,10.0,39.0,254.7,-0.22266077,1.1390414,10.015544,0.04678434,1220.75,34.11764907836914,17.100000381469727,14.117647171020508,93.0,0.04678434133529663
Tue Nov 01 17:55:56 GMT+08:00 2016,01-Nov-2016 17:55:55.180,103.32079333,2.03075504,4.75,11.0,39.0,255.1,-0.05686229,1.6472107,9.172785,-0.030981243,1211.5,31.764705657958984,17.100000381469727,14.117647171020508,93.0,-0.030981242656707764
Tue Nov 01 17:55:57 GMT+08:00 2016,01-Nov-2016 17:55:56.184,103.32074773,2.03072509,5.25,11.0,39.0,249.1,-0.23283611,0.95229375,10.011354,0.044406593,1105.5,31.764705657958984,18.899999618530273,9.803921699523926,93.0,0.04440659284591675
Tue Nov 01 17:55:58 GMT+08:00 2016,01-Nov-2016 17:55:57.186,103.32069385,2.030694,5.75,11.0,39.0,247.2,-0.30107087,1.2072762,9.783307,0.024312079,1095.5,18.431373596191406,20.69999885559082,9.803921699523926,93.0,0.024312078952789307
Tue Nov 01 17:55:59 GMT+08:00 2016,01-Nov-2016 17:55:58.183,103.3206459,2.03067575,5.5,11.0,39.0,246.0,-0.30945057,0.79128367,9.499594,-0.008776426,1067.75,18.431373596191406,19.799999237060547,9.803921699523926,92.0,-0.008776426315307617
Tue Nov 01 17:56:00 GMT+08:00 2016,01-Nov-2016 17:55:59.183,103.32058771,2.03065383,5.5,10.0,40.0,248.3,-0.18794483,0.20350714,9.734824,0.011738479,1036.5,19.215686798095703,19.799999237060547,9.803921699523926,92.0,0.011738479137420654
Tue Nov 01 17:56:01 GMT+08:00 2016,01-Nov-2016 17:56:00.182,103.32054999,2.03064462,4.75,10.0,38.0,246.8,0.093373865,-0.40761283,9.761759,0.014994979,965.25,16.078432083129883,17.100000381469727,9.803921699523926,92.0,0.014994978904724121
Tue Nov 01 17:56:02 GMT+08:00 2016,01-Nov-2016 17:56:01.182,103.32051454,2.03063293,4.0,11.0,38.0,247.1,0.1388637,0.16101007,9.813833,0.019625485,1014.25,14.509803771972656,14.399999618530273,9.803921699523926,92.0,0.019625484943389893
Tue Nov 01 17:56:03 GMT+08:00 2016,01-Nov-2016 17:56:02.181,103.32049241,2.03062266,3.0,11.0,40.0,244.2,0.010773907,0.6751649,9.675568,0.0076953173,870.75,17.254901885986328,10.799999237060547,9.803921699523926,92.0,0.007695317268371582
Tue Nov 01 17:56:04 GMT+08:00 2016,01-Nov-2016 17:56:03.189,103.32047066,2.03061623,2.5,11.0,40.0,248.0,-0.076015905,0.9415198,9.572617,-4.5901537E-4,774.25,18.823530197143555,9.0,9.803921699523926,92.0,-0.0010083913803100586
Tue Nov 01 17:56:05 GMT+08:00 2016,01-Nov-2016 17:56:04.182,103.32044398,2.03060713,2.5,11.0,40.0,249.5,-5.985504E-4,1.0749966,9.703699,0.014215291,750.25,19.215686798095703,9.0,9.803921699523926,92.0,0.014215290546417236
Tue Nov 01 17:56:06 GMT+08:00 2016,01-Nov-2016 17:56:05.194,103.32043242,2.03059205,2.0,11.0,40.0,237.6,-0.1364695,0.76195467,9.494206,-0.009979665,744.75,20.0,7.199999809265137,9.803921699523926,92.0,-0.009979665279388428
Tue Nov 01 17:56:07 GMT+08:00 2016,01-Nov-2016 17:56:06.195,103.3204188,2.03058974,1.75,11.0,40.0,253.3,-0.2136825,0.6793547,9.647436,0.0051046014,729.25,20.0,6.299999713897705,9.803921699523926,92.0,0.012410879135131836
Tue Nov 01 17:56:08 GMT+08:00 2016,01-Nov-2016 17:56:07.181,103.32040093,2.03058378,1.5,11.0,40.0,250.0,-0.13706805,0.7266402,9.463681,-0.0133622885,729.0,20.0,5.399999618530273,9.803921699523926,92.0,-0.013362288475036621
Tue Nov 01 17:56:09 GMT+08:00 2016,01-Nov-2016 17:56:08.187,103.3203964,2.03058813,1.0,11.0,39.0,263.4,-0.33399114,0.59974754,9.648034,0.004976034,732.0,20.0,3.5999999046325684,9.803921699523926,92.0,0.004976034164428711
Tue Nov 01 17:56:10 GMT+08:00 2016,01-Nov-2016 17:56:09.187,103.32038973,2.03059131,0.75,11.0,39.0,254.9,-0.10055647,1.4287399,9.5809965,0.006508708,750.0,20.0,2.6999998092651367,9.803921699523926,92.0,0.0065087080001831055
Tue Nov 01 17:56:11 GMT+08:00 2016,01-Nov-2016 17:56:10.190,103.32038143,2.03058302,0.75,11.0,40.0,224.1,-0.18016368,1.0791864,9.601946,0.004125476,624.5,27.843137741088867,2.6999998092651367,9.803921699523926,92.0,0.0012721419334411621
Tue Nov 01 17:56:12 GMT+08:00 2016,01-Nov-2016 17:56:11.199,103.32037818,2.03058009,0.75,11.0,41.0,224.1,-0.29807812,1.1252748,9.657611,0.010591686,707.75,25.490196228027344,2.6999998092651367,9.803921699523926,92.0,0.010591685771942139
Tue Nov 01 17:56:13 GMT+08:00 2016,01-Nov-2016 17:56:12.181,103.32037631,2.03057864,0.5,11.0,42.0,224.1,-0.29149407,1.0570401,9.713276,0.0154290795,705.25,25.098039627075195,1.7999999523162842,9.803921699523926,92.0,0.015429079532623291
Tue Nov 01 17:56:14 GMT+08:00 2016,01-Nov-2016 17:56:13.184,103.32037163,2.03058021,0.5,10.0,42.0,224.1,-0.28431144,0.92176765,9.799467,0.022754252,711.5,25.490196228027344,1.7999999523162842,9.803921699523926,92.0,0.022754251956939697
Tue Nov 01 17:56:15 GMT+08:00 2016,01-Nov-2016 17:56:14.183,103.3203681,2.03058457,0.5,10.0,42.0,224.1,-0.32142156,1.0295067,9.636064,0.0074028373,716.0,25.490196228027344,1.7999999523162842,9.803921699523926,92.0,0.00740283727645874
Tue Nov 01 17:56:16 GMT+08:00 2016,01-Nov-2016 17:56:15.183,103.3203656,2.03058928,0.5,10.0,41.0,224.1,-0.3489549,0.85473,9.670779,0.009290159,728.25,25.098039627075195,1.7999999523162842,9.803921699523926,92.0,0.009290158748626709
Tue Nov 01 17:56:17 GMT+08:00 2016,01-Nov-2016 17:56:16.182,103.3203689,2.03059506,0.0,10.0,42.0,0.0,-0.076614454,1.359308,9.576807,0.0050445795,732.0,25.490196228027344,0.0,9.803921699523926,92.0,0.00504457950592041
